ExamID,Examiner's Analysis,Gun_1,Gun_Q,M_NM,ExamID_2,Pair
AY,Identification,11,11,M,AY,11-11
AY,Inc-B,D,K,NM,AY,D-K
AY,Elimination,Z,F,NM,AY,Z-F
AY,Elimination,AA,G,NM,AY,AA-G
AY,Elimination,B,I,NM,AY,B-I
AY,Inc-A,8,8,M,AY,8-8
AY,Elimination,1,2,NM,AY,1-2
AY,Identification,9,9,M,AY,9-9
AY,Identification,X,X,M,AY,X-X
AY,Inc-A,V,V,M,AY,V-V
AY,Identification,W,W,M,AY,W-W
AL,Elimination,E,J,NM,AL,E-J
AL,Inc-C,H,M,NM,AL,H-M
AL,Elimination,G,L,NM,AL,G-L
AL,Identification,C,C,M,AL,C-C
AL,Identification,6,6,M,AL,6-6
AL,Identification,B,B,M,AL,B-B
AL,Identification,A,A,M,AL,A-A
AL,Elimination,9,2,NM,AL,9-2
AL,Elimination,F,K,NM,AL,F-K
AL,Identification,AA,AA,M,AL,AA-AA
AL,Identification,D,D,M,AL,D-D
AL,Elimination,7,11,NM,AL,7-11
AL,Elimination,I,N,NM,AL,I-N
AL,Elimination,10,3,NM,AL,10-3
AL,Elimination,8,1,NM,AL,8-1
JZ,Inc-C,1,3,NM,JZ,1-3
JZ,Identification,J,J,M,JZ,J-J
JZ,Inc-C,11,11,M,JZ,11-11
JZ,Inc-C,R,Z,NM,JZ,R-Z
JZ,Inc-C,K,S,NM,JZ,K-S
JZ,Elimination,O,W,NM,JZ,O-W
JZ,Identification,I,I,M,JZ,I-I
JZ,Inc-C,2,4,NM,JZ,2-4
JZ,Inc-B,P,X,NM,JZ,P-X
JZ,Inc-C,Q,Y,NM,JZ,Q-Y
JZ,Inc-A,9,9,M,JZ,9-9
JZ,Inc-C,L,T,NM,JZ,L-T
JZ,Elimination,N,V,NM,JZ,N-V
JZ,Elimination,M,U,NM,JZ,M-U
JZ,Inc-A,10,10,M,JZ,10-10
VP,Inc-C,A,H,NM,VP,A-H
VP,Identification,Z,Z,M,VP,Z-Z
VP,Elimination,11,1,NM,VP,11-1
VP,Identification,X,X,M,VP,X-X
VP,Identification,Y,Y,M,VP,Y-Y
VP,Inc-C,7,7,M,VP,7-7
VP,Inc-B,D,K,NM,VP,D-K
VP,Identification,8,8,M,VP,8-8
VP,Inc-C,E,L,NM,VP,E-L
VP,Inc-C,AA,G,NM,VP,AA-G
VP,Identification,9,9,M,VP,9-9
VP,Inc-C,F,M,NM,VP,F-M
VP,Identification,10,10,M,VP,10-10
VP,Inc-C,B,I,NM,VP,B-I
VP,Inc-C,C,J,NM,VP,C-J
RN,X-Did not provide answer,11,5,NM,RN,11-5
RN,Inc-B and Inc-C,W,W,M,RN,W-W
RN,Inc-B,Y,D,NM,RN,Y-D
RN,Inc-C,X,C,NM,RN,X-C
RN,Inc-C,2,7,NM,RN,2-7
RN,Inc-C,10,4,NM,RN,10-4
RN,Inc-A,V,V,M,RN,V-V
RN,Inc-A,AA,F,NM,RN,AA-F
RN,Inc-C,B,H,NM,RN,B-H
RN,Inc-C,1,6,NM,RN,1-6
RN,Unsuitable-Lack of sufficent marks on QUESTIONED sample,Z,E,NM,RN,Z-E
RN,Inc-C,9,3,NM,RN,9-3
RN,Inc-C,A,G,NM,RN,A-G
RN,Identification,U,U,M,RN,U-U
RN,Identification,T,T,M,RN,T-T
ZS,Inc-B,D,L,NM,ZS,D-L
ZS,Identification,B,B,M,ZS,B-B
ZS,Inc-B,2,2,M,ZS,2-2
ZS,Inc-B,3,3,M,ZS,3-3
ZS,Inc-B,4,4,M,ZS,4-4
ZS,Elimination,F,N,NM,ZS,F-N
ZS,Elimination,J,R,NM,ZS,J-R
ZS,Elimination,K,S,NM,ZS,K-S
ZS,Elimination,6,8,NM,ZS,6-8
ZS,Elimination,G,O,NM,ZS,G-O
ZS,Unsuitable-Lack of sufficent marks on KNOWN samples,E,M,NM,ZS,E-M
ZS,Elimination,I,Q,NM,ZS,I-Q
ZS,Elimination,5,7,NM,ZS,5-7
ZS,Identification,C,C,M,ZS,C-C
ZS,Inc-A,H,P,NM,ZS,H-P
FX,Inc-C,J,Q,NM,FX,J-Q
FX,Identification,C,C,M,FX,C-C
FX,Inc-C,E,L,NM,FX,E-L
FX,Inc-B,I,P,NM,FX,I-P
FX,Inc-C,K,R,NM,FX,K-R
FX,Identification,10,10,M,FX,10-10
FX,Inc-C,F,M,NM,FX,F-M
FX,Inc-B,1,2,NM,FX,1-2
FX,Identification,8,8,M,FX,8-8
FX,Identification,B,B,M,FX,B-B
FX,Inc-A,9,9,M,FX,9-9
FX,Inc-B,H,O,NM,FX,H-O
FX,Identification,11,11,M,FX,11-11
FX,Identification,D,D,M,FX,D-D
FX,Inc-C,G,N,NM,FX,G-N
WR,Elimination,Z,G,NM,WR,Z-G
WR,Inc-B,B,J,NM,WR,B-J
WR,Inc-B,A,I,NM,WR,A-I
WR,Elimination,X,E,NM,WR,X-E
WR,Inc-B,D,L,NM,WR,D-L
WR,Identification,W,W,M,WR,W-W
WR,Identification,V,V,M,WR,V-V
WR,Inc-B,6,6,M,WR,6-6
WR,Elimination,AA,H,NM,WR,AA-H
WR,Inc-B,8,10,NM,WR,8-10
WR,Elimination,Y,F,NM,WR,Y-F
WR,Inc-B,4,4,M,WR,4-4
WR,Elimination,C,K,NM,WR,C-K
WR,Elimination,7,9,NM,WR,7-9
WR,Inc-B,5,5,M,WR,5-5
WL,Inc-C,W,C,NM,WL,W-C
WL,Identification,3,3,M,WL,3-3
WL,Inc-C,B,I,NM,WL,B-I
WL,Identification,T,T,M,WL,T-T
WL,Inc-B,AA,G,NM,WL,AA-G
WL,Inc-B,4,5,NM,WL,4-5
WL,Identification,U,U,M,WL,U-U
WL,Inc-B,Z,F,NM,WL,Z-F
WL,Identification,11,11,M,WL,11-11
WL,Identification,1,1,M,WL,1-1
WL,Identification,2,2,M,WL,2-2
WL,Inc-B,A,H,NM,WL,A-H
WL,Inc-B,Y,E,NM,WL,Y-E
WL,Identification,V,V,M,WL,V-V
WL,Inc-B,X,D,NM,WL,X-D
LC,Identification,C,C,M,LC,C-C
LC,Inc-B,J,R,NM,LC,J-R
LC,Inc-B,I,Q,NM,LC,I-Q
LC,Inc-B,9,11,NM,LC,9-11
LC,Inc-C,K,S,NM,LC,K-S
LC,Identification,5,5,M,LC,5-5
LC,Inc-B,6,6,M,LC,6-6
LC,Elimination,F,N,NM,LC,F-N
LC,Inc-B,H,P,NM,LC,H-P
LC,Inc-C,L,T,NM,LC,L-T
LC,Identification,7,7,M,LC,7-7
LC,Inc-B,8,10,NM,LC,8-10
LC,Inc-B,E,M,NM,LC,E-M
LC,Elimination,G,O,NM,LC,G-O
LC,Identification,D,D,M,LC,D-D
LA,Elimination,Z,F,NM,LA,Z-F
LA,Identification,6,6,M,LA,6-6
LA,Identification,U,U,M,LA,U-U
LA,Elimination,Y,E,NM,LA,Y-E
LA,Elimination,AA,G,NM,LA,AA-G
LA,Elimination,C,J,NM,LA,C-J
LA,Inc-B,V,V,M,LA,V-V
LA,Unsuitable-Lack of sufficent marks on KNOWN samples,4,4,M,LA,4-4
LA,Elimination,A,H,NM,LA,A-H
LA,Inc-B,5,5,M,LA,5-5
LA,Inc-B,B,I,NM,LA,B-I
LA,Elimination,X,D,NM,LA,X-D
LA,Inc-B,3,3,M,LA,3-3
LA,Elimination,7,8,NM,LA,7-8
LA,Inc-B,W,W,M,LA,W-W
KE,Inc-B,G,P,NM,KE,G-P
KE,Identification,11,11,M,KE,11-11
KE,Inc-B,1,4,NM,KE,1-4
KE,Inc-B,3,6,NM,KE,3-6
KE,Identification,10,10,M,KE,10-10
KE,Inc-C,I,R,NM,KE,I-R
KE,Inc-B,L,U,NM,KE,L-U
KE,Elimination,F,O,NM,KE,F-O
KE,Inc-C,2,5,NM,KE,2-5
KE,Inc-A,E,E,M,KE,E-E
KE,Inc-B,J,S,NM,KE,J-S
KE,Inc-B,H,Q,NM,KE,H-Q
KE,Inc-A,K,T,NM,KE,K-T
KE,Inc-B,M,V,NM,KE,M-V
KE,Elimination,N,W,NM,KE,N-W
DZ,Inc-B,F,L,NM,DZ,F-L
DZ,Elimination,A,G,NM,DZ,A-G
DZ,Identification,X,X,M,DZ,X-X
DZ,Elimination,C,I,NM,DZ,C-I
DZ,Inc-B,6,11,NM,DZ,6-11
DZ,Inc-B,B,H,NM,DZ,B-H
DZ,Inc-B,D,J,NM,DZ,D-J
DZ,Elimination,5,10,NM,DZ,5-10
DZ,Inc-A,Y,Y,M,DZ,Y-Y
DZ,Inc-A,Z,Z,M,DZ,Z-Z
DZ,Identification,AA,AA,M,DZ,AA-AA
DZ,Elimination,7,1,NM,DZ,7-1
DZ,Elimination,4,9,NM,DZ,4-9
DZ,Elimination,E,K,NM,DZ,E-K
DZ,Elimination,3,8,NM,DZ,3-8
ZW,Inc-C,D,K,NM,ZW,D-K
ZW,Elimination,4,5,NM,ZW,4-5
ZW,Inc-A,11,11,M,ZW,11-11
ZW,Identification,A,A,M,ZW,A-A
ZW,Elimination,H,O,NM,ZW,H-O
ZW,Identification,AA,AA,M,ZW,AA-AA
ZW,Identification,B,B,M,ZW,B-B
ZW,Elimination,G,N,NM,ZW,G-N
ZW,Identification,1,1,M,ZW,1-1
ZW,Inc-A,2,2,M,ZW,2-2
ZW,Identification,3,3,M,ZW,3-3
ZW,Inc-C,I,P,NM,ZW,I-P
ZW,Inc-C,F,M,NM,ZW,F-M
ZW,Inc-C,C,J,NM,ZW,C-J
ZW,Inc-C,E,L,NM,ZW,E-L
GD,Elimination,5,8,NM,GD,5-8
GD,Inc-B,V,D,NM,GD,V-D
GD,Elimination,O,X,NM,GD,O-X
GD,Elimination,S,A,NM,GD,S-A
GD,Identification,3,3,M,GD,3-3
GD,Identification,M,M,M,GD,M-M
GD,Inc-A,2,2,M,GD,2-2
GD,Unsuitable-Lack of sufficent marks on QUESTIONED sample,T,B,NM,GD,T-B
GD,Inc-C,R,AA,NM,GD,R-AA
GD,Inc-B,P,Y,NM,GD,P-Y
GD,Elimination,N,W,NM,GD,N-W
GD,Inc-B,U,C,NM,GD,U-C
GD,Elimination,6,9,NM,GD,6-9
GD,Elimination,Q,Z,NM,GD,Q-Z
GD,Elimination,4,7,NM,GD,4-7
UU,Inc-A,4,9,NM,UU,4-9
UU,Identification,I,I,M,UU,I-I
UU,Elimination,O,U,NM,UU,O-U
UU,Identification,K,K,M,UU,K-K
UU,Inc-A,P,V,NM,UU,P-V
UU,Identification,L,L,M,UU,L-L
UU,Inc-A,5,10,NM,UU,5-10
UU,Inc-A,6,11,NM,UU,6-11
UU,Identification,J,J,M,UU,J-J
UU,Inc-C,M,S,NM,UU,M-S
UU,Inc-C,Q,W,NM,UU,Q-W
UU,Inc-A,N,T,NM,UU,N-T
UU,Inc-A,3,8,NM,UU,3-8
UU,Inc-A,R,X,NM,UU,R-X
UU,Elimination,2,7,NM,UU,2-7
ZT,Inc-B,9,3,NM,ZT,9-3
ZT,Inc-C,A,G,NM,ZT,A-G
ZT,Identification,U,U,M,ZT,U-U
ZT,Inc-C,Y,D,NM,ZT,Y-D
ZT,Elimination,7,1,NM,ZT,7-1
ZT,Elimination,11,5,NM,ZT,11-5
ZT,Inc-B,B,H,NM,ZT,B-H
ZT,Inc-B,Z,E,NM,ZT,Z-E
ZT,Inc-B,X,C,NM,ZT,X-C
ZT,Identification,V,V,M,ZT,V-V
ZT,Identification,T,T,M,ZT,T-T
ZT,Inc-B,AA,F,NM,ZT,AA-F
ZT,Inc-C,10,4,NM,ZT,10-4
ZT,Identification,W,W,M,ZT,W-W
ZT,Inc-B,8,2,NM,ZT,8-2
EV,Elimination,H,Q,NM,EV,H-Q
EV,Elimination,8,11,NM,EV,8-11
EV,Elimination,N,W,NM,EV,N-W
EV,Elimination,10,2,NM,EV,10-2
EV,Elimination,L,U,NM,EV,L-U
EV,Elimination,9,1,NM,EV,9-1
EV,Identification,F,F,M,EV,F-F
EV,Elimination,K,T,NM,EV,K-T
EV,Elimination,O,X,NM,EV,O-X
EV,Inc-B,6,6,M,EV,6-6
EV,Identification,7,7,M,EV,7-7
EV,Elimination,M,V,NM,EV,M-V
EV,Elimination,J,S,NM,EV,J-S
EV,Elimination,G,P,NM,EV,G-P
EV,Elimination,I,R,NM,EV,I-R
PW,Elimination,11,4,NM,PW,11-4
PW,Inc-B,X,B,NM,PW,X-B
PW,Inc-A,10,3,NM,PW,10-3
PW,Inc-A,V,V,M,PW,V-V
PW,Inc-B,Z,D,NM,PW,Z-D
PW,Inc-A,1,5,NM,PW,1-5
PW,Identification,R,R,M,PW,R-R
PW,Inc-B,AA,E,NM,PW,AA-E
PW,Identification,S,S,M,PW,S-S
PW,Identification,T,T,M,PW,T-T
PW,Inc-B,2,6,NM,PW,2-6
PW,Identification,9,9,M,PW,9-9
PW,Inc-A,Y,C,NM,PW,Y-C
PW,Elimination,W,A,NM,PW,W-A
PW,Identification,U,U,M,PW,U-U
SG,Identification,7,7,M,SG,7-7
SG,Elimination,9,1,NM,SG,9-1
SG,Elimination,11,3,NM,SG,11-3
SG,Inc-B,8,8,M,SG,8-8
SG,Inc-B,U,U,M,SG,U-U
SG,Inc-C,Y,G,NM,SG,Y-G
SG,Inc-B,C,L,NM,SG,C-L
SG,Elimination,V,D,NM,SG,V-D
SG,Inc-B,W,E,NM,SG,W-E
SG,Elimination,B,K,NM,SG,B-K
SG,Unsuitable-Lack of sufficent marks on KNOWN samples,Z,H,NM,SG,Z-H
SG,Unsuitable-Lack of sufficent marks on QUESTIONED and KNOWN samples,AA,I,NM,SG,AA-I
SG,Elimination,X,F,NM,SG,X-F
SG,Inc-B,A,J,NM,SG,A-J
SG,Inc-C,10,2,NM,SG,10-2
DT,Identification,1,1,M,DT,1-1
DT,Elimination,4,7,NM,DT,4-7
DT,Inc-B,B,K,NM,DT,B-K
DT,Identification,Y,Y,M,DT,Y-Y
DT,Inc-B,C,L,NM,DT,C-L
DT,Inc-B,Z,H,NM,DT,Z-H
DT,Identification,2,2,M,DT,2-2
DT,Inc-C,3,6,NM,DT,3-6
DT,Inc-B,5,8,NM,DT,5-8
DT,Inc-C,AA,I,NM,DT,AA-I
DT,Inc-B,D,M,NM,DT,D-M
DT,Inc-B,A,J,NM,DT,A-J
DT,Inc-C,G,P,NM,DT,G-P
DT,Inc-C,E,N,NM,DT,E-N
DT,Elimination,F,O,NM,DT,F-O
JT,Inc-C,3,3,M,JT,3-3
JT,Inc-C,X,D,NM,JT,X-D
JT,Inc-C,V,B,NM,JT,V-B
JT,Elimination,W,C,NM,JT,W-C
JT,Unsuitable-Lack of sufficent marks on KNOWN samples,T,AA,NM,JT,T-AA
JT,Inc-A,Q,Q,M,JT,Q-Q
JT,Unsuitable-Lack of sufficent marks on QUESTIONED and KNOWN samples,2,2,M,JT,2-2
JT,Unsuitable-Lack of sufficent marks on QUESTIONED and KNOWN samples,S,S,M,JT,S-S
JT,Elimination,Z,F,NM,JT,Z-F
JT,Elimination,4,5,NM,JT,4-5
JT,Elimination,Y,E,NM,JT,Y-E
JT,Inc-C,U,A,NM,JT,U-A
JT,Identification,1,1,M,JT,1-1
JT,Unsuitable-Lack of sufficent marks on QUESTIONED and KNOWN samples,11,11,M,JT,11-11
JT,Unsuitable-Lack of sufficent marks on QUESTIONED and KNOWN samples,R,R,M,JT,R-R
SO,Inc-A and Inc-C,9,3,NM,SO,9-3
SO,Inc-C,8,2,NM,SO,8-2
SO,Identification,J,P,NM,SO,J-P
SO,Elimination,E,K,NM,SO,E-K
SO,Elimination,F,L,NM,SO,F-L
SO,Identification,A,A,M,SO,A-A
SO,Elimination,I,O,NM,SO,I-O
SO,Identification,C,C,M,SO,C-C
SO,Identification,D,D,M,SO,D-D
SO,Elimination,10,4,NM,SO,10-4
SO,Elimination,1,6,NM,SO,1-6
SO,Inc-B,G,M,NM,SO,G-M
SO,Elimination,11,5,NM,SO,11-5
SO,Identification,B,B,M,SO,B-B
SO,Elimination,H,N,NM,SO,H-N
KO,Elimination,F,M,NM,KO,F-M
KO,Elimination,I,P,NM,KO,I-P
KO,Elimination,H,O,NM,KO,H-O
KO,Identification,D,D,M,KO,D-D
KO,Elimination,K,R,NM,KO,K-R
KO,Identification,C,C,M,KO,C-C
KO,Elimination,6,7,NM,KO,6-7
KO,Identification,3,3,M,KO,3-3
KO,Elimination,G,N,NM,KO,G-N
KO,Identification,5,5,M,KO,5-5
KO,Identification,E,E,M,KO,E-E
KO,Elimination,L,S,NM,KO,L-S
KO,Elimination,J,Q,NM,KO,J-Q
KO,Identification,4,4,M,KO,4-4
KO,Identification,2,2,M,KO,2-2
ZS,Inc-B,D,J,NM,ZS,D-J
ZS,Unsuitable-Lack of sufficent marks on KNOWN samples,E,K,NM,ZS,E-K
ZS,Identification,C,C,M,ZS,C-C
ZS,Identification,A,A,M,ZS,A-A
ZS,Elimination,G,M,NM,ZS,G-M
ZS,Inc-C,F,L,NM,ZS,F-L
ZS,Elimination,7,1,NM,ZS,7-1
ZS,Elimination,9,3,NM,ZS,9-3
ZS,Elimination,H,N,NM,ZS,H-N
ZS,Inc-B,6,11,NM,ZS,6-11
ZS,Identification,AA,AA,M,ZS,AA-AA
ZS,Inc-C,5,10,NM,ZS,5-10
ZS,Identification,B,B,M,ZS,B-B
ZS,Inc-B,8,2,NM,ZS,8-2
ZS,Elimination,I,O,NM,ZS,I-O
DI,Inc-B,11,1,NM,DI,11-1
DI,Inc-C,V,B,NM,DI,V-B
DI,Inc-B,Y,E,NM,DI,Y-E
DI,Inc-B,U,A,NM,DI,U-A
DI,Inc-A,W,C,NM,DI,W-C
DI,Identification,9,9,M,DI,9-9
DI,Inc-C,Z,F,NM,DI,Z-F
DI,Identification,Q,Q,M,DI,Q-Q
DI,Identification,R,R,M,DI,R-R
DI,Identification,8,8,M,DI,8-8
DI,Identification,7,7,M,DI,7-7
DI,Inc-B,X,D,NM,DI,X-D
DI,Inc-A,10,10,M,DI,10-10
DI,Inc-C,T,AA,NM,DI,T-AA
DI,Identification,S,S,M,DI,S-S
KY,Identification,Q,Q,M,KY,Q-Q
KY,Identification,O,O,M,KY,O-O
KY,Identification,8,8,M,KY,8-8
KY,Elimination,10,3,NM,KY,10-3
KY,Elimination,9,2,NM,KY,9-2
KY,Elimination,11,4,NM,KY,11-4
KY,Inc-A,V,AA,NM,KY,V-AA
KY,Identification,N,N,M,KY,N-N
KY,Elimination,S,X,NM,KY,S-X
KY,Identification,M,M,M,KY,M-M
KY,Elimination,R,W,NM,KY,R-W
KY,Elimination,U,Z,NM,KY,U-Z
KY,Identification,P,P,M,KY,P-P
KY,Elimination,1,5,NM,KY,1-5
KY,Inc-A,T,Y,NM,KY,T-Y
VV,Identification,V,V,M,VV,V-V
VV,Elimination,10,4,NM,VV,10-4
VV,Identification,W,W,M,VV,W-W
VV,Inc-B,X,X,M,VV,X-X
VV,Elimination,C,I,NM,VV,C-I
VV,Elimination,6,11,NM,VV,6-11
VV,Elimination,AA,F,NM,VV,AA-F
VV,Elimination,8,2,NM,VV,8-2
VV,Identification,Y,Y,M,VV,Y-Y
VV,Elimination,D,J,NM,VV,D-J
VV,Elimination,A,G,NM,VV,A-G
VV,Elimination,9,3,NM,VV,9-3
VV,Elimination,B,H,NM,VV,B-H
VV,Elimination,Z,E,NM,VV,Z-E
VV,Elimination,7,1,NM,VV,7-1
UQ,Identification,J,J,M,UQ,J-J
UQ,Elimination,N,T,NM,UQ,N-T
UQ,Identification,G,G,M,UQ,G-G
UQ,Elimination,M,S,NM,UQ,M-S
UQ,Elimination,K,Q,NM,UQ,K-Q
UQ,Identification,I,I,M,UQ,I-I
UQ,Identification,L,R,NM,UQ,L-R
UQ,Elimination,9,3,NM,UQ,9-3
UQ,Elimination,7,1,NM,UQ,7-1
UQ,Elimination,O,U,NM,UQ,O-U
UQ,Elimination,8,2,NM,UQ,8-2
UQ,Identification,H,H,M,UQ,H-H
UQ,Elimination,P,V,NM,UQ,P-V
UQ,Elimination,6,11,NM,UQ,6-11
UQ,Identification,5,10,NM,UQ,5-10
FH,Identification,L,L,M,FH,L-L
FH,Identification,O,O,M,FH,O-O
FH,Inc-C,Q,V,NM,FH,Q-V
FH,Inc-C,S,X,NM,FH,S-X
FH,Inc-C,6,10,NM,FH,6-10
FH,Inc-C,R,W,NM,FH,R-W
FH,Identification,P,P,M,FH,P-P
FH,Inc-B,9,2,NM,FH,9-2
FH,Identification,5,5,M,FH,5-5
FH,Inc-A,T,Y,NM,FH,T-Y
FH,Identification,M,M,M,FH,M-M
FH,Inc-C,U,Z,NM,FH,U-Z
FH,Inc-C,8,1,NM,FH,8-1
FH,Inc-C,7,11,NM,FH,7-11
FH,Identification,N,N,M,FH,N-N
WR,Identification,10,10,M,WR,10-10
WR,Identification,9,9,M,WR,9-9
WR,Elimination,11,3,NM,WR,11-3
WR,Elimination,1,4,NM,WR,1-4
WR,Elimination,N,W,NM,WR,N-W
WR,Inc-B,P,Y,NM,WR,P-Y
WR,Elimination,K,T,NM,WR,K-T
WR,Elimination,R,AA,NM,WR,R-AA
WR,Elimination,2,5,NM,WR,2-5
WR,Elimination,O,X,NM,WR,O-X
WR,Elimination,L,U,NM,WR,L-U
WR,Elimination,S,A,NM,WR,S-A
WR,Elimination,M,V,NM,WR,M-V
WR,Identification,J,J,M,WR,J-J
WR,Elimination,Q,Z,NM,WR,Q-Z
PG,Inc-B,E,M,NM,PG,E-M
PG,Inc-A,H,P,NM,PG,H-P
PG,Inc-A,3,3,M,PG,3-3
PG,Identification,5,5,M,PG,5-5
PG,Identification,A,A,M,PG,A-A
PG,Identification,4,4,M,PG,4-4
PG,Identification,I,Q,NM,PG,I-Q
PG,Identification,D,L,NM,PG,D-L
PG,Identification,AA,AA,M,PG,AA-AA
PG,Inc-B,6,8,NM,PG,6-8
PG,Inc-C,F,N,NM,PG,F-N
PG,Elimination,7,9,NM,PG,7-9
PG,Inc-B,C,K,NM,PG,C-K
PG,Inc-A,B,J,NM,PG,B-J
PG,Elimination,G,O,NM,PG,G-O
FS,Inc-C,U,C,NM,FS,U-C
FS,Inc-C,Q,Z,NM,FS,Q-Z
FS,Identification,6,6,M,FS,6-6
FS,Identification,N,N,M,FS,N-N
FS,Inc-C,S,A,NM,FS,S-A
FS,Inc-C,W,E,NM,FS,W-E
FS,Inc-C,R,AA,NM,FS,R-AA
FS,Elimination,O,X,NM,FS,O-X
FS,Inc-C,9,1,NM,FS,9-1
FS,Elimination,7,10,NM,FS,7-10
FS,Identification,5,5,M,FS,5-5
FS,Inc-C,P,Y,NM,FS,P-Y
FS,Inc-C,V,D,NM,FS,V-D
FS,Inc-C,8,11,NM,FS,8-11
FS,Inc-C,T,B,NM,FS,T-B
RC,Inc-B,5,5,M,RC,5-5
RC,Inc-B,G,P,NM,RC,G-P
RC,Inc-B,E,N,NM,RC,E-N
RC,Inc-C,9,1,NM,RC,9-1
RC,Inc-B,M,V,NM,RC,M-V
RC,Elimination,7,10,NM,RC,7-10
RC,Identification,6,6,M,RC,6-6
RC,Elimination,H,Q,NM,RC,H-Q
RC,Inc-C,J,S,NM,RC,J-S
RC,Inc-C,8,11,NM,RC,8-11
RC,Inc-C,L,U,NM,RC,L-U
RC,Inc-C,K,T,NM,RC,K-T
RC,Identification,D,D,M,RC,D-D
RC,Elimination,F,O,NM,RC,F-O
RC,Inc-B,I,R,NM,RC,I-R
JK,Elimination,11,2,NM,JK,11-2
JK,Inc-B,P,X,NM,JK,P-X
JK,Identification,8,8,M,JK,8-8
JK,Identification,O,O,M,JK,O-O
JK,Elimination,1,3,NM,JK,1-3
JK,Identification,10,10,M,JK,10-10
JK,Identification,N,N,M,JK,N-N
JK,Inc-B,W,D,NM,JK,W-D
JK,Inc-B,U,B,NM,JK,U-B
JK,Elimination,Q,Y,NM,JK,Q-Y
JK,Elimination,V,C,NM,JK,V-C
JK,Identification,9,9,M,JK,9-9
JK,Elimination,R,Z,NM,JK,R-Z
JK,Elimination,T,A,NM,JK,T-A
JK,Elimination,S,AA,NM,JK,S-AA
DC,Identification,4,4,M,DC,4-4
DC,Elimination,7,11,NM,DC,7-11
DC,Inc-A,N,N,M,DC,N-N
DC,Inc-A,P,P,M,DC,P-P
DC,Identification,T,Y,NM,DC,T-Y
DC,Identification,O,O,M,DC,O-O
DC,Inc-B,8,1,NM,DC,8-1
DC,Inc-B,W,A,NM,DC,W-A
DC,Inc-B,S,X,NM,DC,S-X
DC,Identification,Q,Q,M,DC,Q-Q
DC,Inc-B,5,9,NM,DC,5-9
DC,Identification,R,R,M,DC,R-R
DC,Inc-B,V,AA,NM,DC,V-AA
DC,Inc-B,U,Z,NM,DC,U-Z
DC,Inc-B,6,10,NM,DC,6-10
HH,Identification,P,P,M,HH,P-P
HH,Elimination,Y,C,NM,HH,Y-C
HH,Identification,1,1,M,HH,1-1
HH,Elimination,3,7,NM,HH,3-7
HH,Elimination,X,B,NM,HH,X-B
HH,Identification,R,R,M,HH,R-R
HH,Elimination,U,Z,NM,HH,U-Z
HH,Elimination,5,9,NM,HH,5-9
HH,Elimination,2,6,NM,HH,2-6
HH,Elimination,4,8,NM,HH,4-8
HH,Identification,S,S,M,HH,S-S
HH,Identification,Q,Q,M,HH,Q-Q
HH,Identification,T,T,M,HH,T-T
HH,Elimination,V,AA,NM,HH,V-AA
HH,Elimination,W,A,NM,HH,W-A
YQ,Elimination,R,X,NM,YQ,R-X
YQ,Elimination,P,V,NM,YQ,P-V
YQ,Identification,M,M,M,YQ,M-M
YQ,Identification,N,N,M,YQ,N-N
YQ,Identification,O,O,M,YQ,O-O
YQ,Elimination,8,2,NM,YQ,8-2
YQ,Elimination,U,AA,NM,YQ,U-AA
YQ,Elimination,9,3,NM,YQ,9-3
YQ,Elimination,6,11,NM,YQ,6-11
YQ,Elimination,Q,W,NM,YQ,Q-W
YQ,Elimination,10,4,NM,YQ,10-4
YQ,Elimination,7,1,NM,YQ,7-1
YQ,Identification,L,L,M,YQ,L-L
YQ,Elimination,S,Y,NM,YQ,S-Y
YQ,Elimination,T,Z,NM,YQ,T-Z
AP,Elimination,7,11,NM,AP,7-11
AP,Inc-B,Z,D,NM,AP,Z-D
AP,Inc-B,A,F,NM,AP,A-F
AP,Inc-A,6,10,NM,AP,6-10
AP,Inc-A,S,S,M,AP,S-S
AP,Identification,V,V,M,AP,V-V
AP,Identification,3,3,M,AP,3-3
AP,Inc-B,X,B,NM,AP,X-B
AP,Identification,T,T,M,AP,T-T
AP,Inc-B,Y,C,NM,AP,Y-C
AP,Inc-A,U,U,M,AP,U-U
AP,Inc-B,5,9,NM,AP,5-9
AP,Identification,W,W,M,AP,W-W
AP,Inc-B,AA,E,NM,AP,AA-E
AP,Inc-B,4,8,NM,AP,4-8
ZH,Elimination,2,7,NM,ZH,2-7
ZH,Inc-C,G,M,NM,ZH,G-M
ZH,Inc-C,E,K,NM,ZH,E-K
ZH,Identification,C,C,M,ZH,C-C
ZH,Elimination,1,6,NM,ZH,1-6
ZH,Identification,A,A,M,ZH,A-A
ZH,Elimination,3,8,NM,ZH,3-8
ZH,Inc-C,H,N,NM,ZH,H-N
ZH,Inc-C,J,P,NM,ZH,J-P
ZH,Identification,B,B,M,ZH,B-B
ZH,Elimination,11,5,NM,ZH,11-5
ZH,Inc-C,10,4,NM,ZH,10-4
ZH,Identification,D,D,M,ZH,D-D
ZH,Elimination,F,L,NM,ZH,F-L
ZH,Elimination,I,O,NM,ZH,I-O
LR,Elimination,7,9,NM,LR,7-9
LR,Identification,F,F,M,LR,F-F
LR,Inc-C,L,T,NM,LR,L-T
LR,Elimination,H,P,NM,LR,H-P
LR,Elimination,M,U,NM,LR,M-U
LR,Elimination,I,Q,NM,LR,I-Q
