ExamID,Examiner's Analysis,Gun_1,Gun_Q,M_NM,ExamID_2,Pair
NY,Inc-A,11,11,M,NY,11-11
NY,Identification,Y,Y,M,NY,Y-Y
NY,Inc-A,C,L,NM,NY,C-L
NY,Inc-C,1,4,NM,NY,1-4
NY,Elimination,2,5,NM,NY,2-5
NY,Elimination,B,K,NM,NY,B-K
NY,Elimination,Z,H,NM,NY,Z-H
NY,Elimination,AA,I,NM,NY,AA-I
NY,Inc-C,3,6,NM,NY,3-6
NY,Inc-B,A,J,NM,NY,A-J
NY,Inc-B,G,P,NM,NY,G-P
HJ,Identification,V,V,M,HJ,V-V
HJ,Elimination,X,B,NM,HJ,X-B
HJ,Elimination,W,A,NM,HJ,W-A
HJ,Elimination,S,S,M,HJ,S-S
HJ,Identification,T,T,M,HJ,T-T
HJ,Identification,U,U,M,HJ,U-U
HJ,Identification,7,7,M,HJ,7-7
HJ,Inc-B,AA,E,NM,HJ,AA-E
HJ,Identification,R,R,M,HJ,R-R
HJ,Inc-A,11,4,NM,HJ,11-4
HJ,Unsuitable-Lack of sufficent marks on KNOWN samples,Z,D,NM,HJ,Z-D
HJ,Inc-C,8,1,NM,HJ,8-1
HJ,Inc-B,Y,C,NM,HJ,Y-C
HJ,Inc-A,9,2,NM,HJ,9-2
HJ,Elimination,10,3,NM,HJ,10-3
CN,Identification,H,H,M,CN,H-H
CN,Elimination,1,6,NM,CN,1-6
CN,Elimination,O,U,NM,CN,O-U
CN,Elimination,11,5,NM,CN,11-5
CN,Elimination,M,S,NM,CN,M-S
CN,Inc-B,J,P,NM,CN,J-P
CN,Identification,G,G,M,CN,G-G
CN,Inc-A,L,R,NM,CN,L-R
CN,Elimination,3,8,NM,CN,3-8
CN,Identification,I,I,M,CN,I-I
CN,Elimination,2,7,NM,CN,2-7
CN,Elimination,N,T,NM,CN,N-T
CN,Identification,F,F,M,CN,F-F
CN,Elimination,4,9,NM,CN,4-9
CN,Inc-A,K,Q,NM,CN,K-Q
ZW,Identification,T,T,M,ZW,T-T
ZW,Inc-C,W,B,NM,ZW,W-B
ZW,Elimination,9,3,NM,ZW,9-3
ZW,Elimination,Y,D,NM,ZW,Y-D
ZW,Elimination,10,4,NM,ZW,10-4
ZW,Inc-C,Z,E,NM,ZW,Z-E
ZW,Inc-C,U,AA,NM,ZW,U-AA
ZW,Inc-C,V,A,NM,ZW,V-A
ZW,Elimination,X,C,NM,ZW,X-C
ZW,Elimination,7,1,NM,ZW,7-1
ZW,Inc-C,11,5,NM,ZW,11-5
ZW,Inc-C,8,2,NM,ZW,8-2
ZW,Identification,S,S,M,ZW,S-S
ZW,Identification,Q,Q,M,ZW,Q-Q
ZW,Identification,R,R,M,ZW,R-R
SP,Identification,B,B,M,SP,B-B
SP,Elimination,H,M,NM,SP,H-M
SP,Elimination,1,5,NM,SP,1-5
SP,Inc-B,G,L,NM,SP,G-L
SP,Identification,10,10,M,SP,10-10
SP,Identification,AA,AA,M,SP,AA-AA
SP,Inc-C,2,6,NM,SP,2-6
SP,Identification,C,C,M,SP,C-C
SP,Inc-B,D,I,NM,SP,D-I
SP,Unsuitable-Lack of sufficent marks on KNOWN samples,Z,Z,M,SP,Z-Z
SP,Elimination,3,7,NM,SP,3-7
SP,Elimination,11,4,NM,SP,11-4
SP,Identification,A,A,M,SP,A-A
SP,Inc-B,F,K,NM,SP,F-K
SP,Inc-B,E,J,NM,SP,E-J
RO,Inc-B,B,I,NM,RO,B-I
RO,Identification,AA,AA,M,RO,AA-AA
RO,Elimination,H,O,NM,RO,H-O
RO,Identification,5,5,M,RO,5-5
RO,Identification,4,4,M,RO,4-4
RO,Inc-B,6,6,M,RO,6-6
RO,Elimination,G,N,NM,RO,G-N
RO,Inc-B,Z,Z,M,RO,Z-Z
RO,Inc-B,D,K,NM,RO,D-K
RO,Elimination,8,9,NM,RO,8-9
RO,Elimination,C,J,NM,RO,C-J
RO,Elimination,F,M,NM,RO,F-M
RO,Identification,A,A,M,RO,A-A
RO,Identification,7,7,M,RO,7-7
RO,Elimination,E,L,NM,RO,E-L
RC,Inc-A,I,I,M,RC,I-I
RC,Inc-A,3,3,M,RC,3-3
RC,Inc-B,4,4,M,RC,4-4
RC,Inc-B,6,6,M,RC,6-6
RC,Elimination,Q,X,NM,RC,Q-X
RC,Inc-B,K,R,NM,RC,K-R
RC,Inc-B,N,U,NM,RC,N-U
RC,Inc-B,H,H,M,RC,H-H
RC,Identification,5,5,M,RC,5-5
RC,Elimination,7,8,NM,RC,7-8
RC,Inc-C,L,S,NM,RC,L-S
RC,Inc-B,J,J,M,RC,J-J
RC,X-Did not provide answer,M,T,NM,RC,M-T
RC,Elimination,O,V,NM,RC,O-V
RC,Inc-B,P,W,NM,RC,P-W
SJ,Identification,U,U,M,SJ,U-U
SJ,Inc-C,V,B,NM,SJ,V-B
SJ,Identification,T,T,M,SJ,T-T
SJ,Inc-C,10,11,NM,SJ,10-11
SJ,Inc-B,X,D,NM,SJ,X-D
SJ,Inc-A,W,C,NM,SJ,W-C
SJ,Inc-A,6,6,M,SJ,6-6
SJ,Inc-A,8,8,M,SJ,8-8
SJ,Inc-B,Y,E,NM,SJ,Y-E
SJ,Inc-B,A,H,NM,SJ,A-H
SJ,Identification,9,9,M,SJ,9-9
SJ,Inc-C,AA,G,NM,SJ,AA-G
SJ,Inc-A,S,S,M,SJ,S-S
SJ,Inc-C,7,7,M,SJ,7-7
SJ,Elimination,Z,F,NM,SJ,Z-F
IS,Elimination,7,11,NM,IS,7-11
IS,Identification,K,K,M,IS,K-K
IS,Elimination,M,R,NM,IS,M-R
IS,Inc-A,6,6,M,IS,6-6
IS,Elimination,8,1,NM,IS,8-1
IS,Identification,G,G,M,IS,G-G
IS,Elimination,N,S,NM,IS,N-S
IS,Inc-B,I,I,M,IS,I-I
IS,Elimination,9,2,NM,IS,9-2
IS,Identification,J,J,M,IS,J-J
IS,Elimination,10,3,NM,IS,10-3
IS,Unsuitable-Lack of sufficent marks on QUESTIONED sample,P,U,NM,IS,P-U
IS,Inc-B,H,H,M,IS,H-H
IS,Inc-B,L,Q,NM,IS,L-Q
IS,Elimination,O,T,NM,IS,O-T
DR,Elimination,5,7,NM,DR,5-7
DR,Inc-B,S,AA,NM,DR,S-AA
DR,Inc-B,U,B,NM,DR,U-B
DR,Inc-C,W,D,NM,DR,W-D
DR,Inc-A,1,1,M,DR,1-1
DR,Inc-B,V,C,NM,DR,V-C
DR,Elimination,T,A,NM,DR,T-A
DR,Elimination,4,6,NM,DR,4-6
DR,Elimination,Z,G,NM,DR,Z-G
DR,Elimination,X,E,NM,DR,X-E
DR,Identification,Q,Q,M,DR,Q-Q
DR,Elimination,Y,F,NM,DR,Y-F
DR,Inc-B,3,3,M,DR,3-3
DR,Identification,2,2,M,DR,2-2
DR,Identification,R,R,M,DR,R-R
PB,Elimination,8,1,NM,PB,8-1
PB,Identification,T,T,M,PB,T-T
PB,Identification,U,U,M,PB,U-U
PB,Inc-C,Y,C,NM,PB,Y-C
PB,Inc-C,V,AA,NM,PB,V-AA
PB,Inc-A,X,B,NM,PB,X-B
PB,Elimination,W,A,NM,PB,W-A
PB,Elimination,5,9,NM,PB,5-9
PB,Inc-A,Q,Q,M,PB,Q-Q
PB,Elimination,7,11,NM,PB,7-11
PB,Elimination,6,10,NM,PB,6-10
PB,Identification,4,4,M,PB,4-4
PB,Inc-C,Z,D,NM,PB,Z-D
PB,Identification,R,R,M,PB,R-R
PB,Identification,S,S,M,PB,S-S
PF,Elimination,9,10,NM,PF,9-10
PF,Elimination,I,P,NM,PF,I-P
PF,Inc-C,J,Q,NM,PF,J-Q
PF,Inc-B,6,6,M,PF,6-6
PF,Elimination,H,O,NM,PF,H-O
PF,Identification,B,B,M,PF,B-B
PF,Unsuitable-Lack of sufficent marks on KNOWN samples,E,L,NM,PF,E-L
PF,Inc-A,8,8,M,PF,8-8
PF,Identification,5,5,M,PF,5-5
PF,Inc-A,7,7,M,PF,7-7
PF,Identification,C,C,M,PF,C-C
PF,Identification,A,A,M,PF,A-A
PF,Elimination,D,K,NM,PF,D-K
PF,Elimination,F,M,NM,PF,F-M
PF,Elimination,G,N,NM,PF,G-N
GY,Elimination,M,S,NM,GY,M-S
GY,Inc-C,P,V,NM,GY,P-V
GY,Elimination,1,6,NM,GY,1-6
GY,Elimination,8,2,NM,GY,8-2
GY,Identification,H,H,M,GY,H-H
GY,Inc-C,9,3,NM,GY,9-3
GY,Elimination,N,T,NM,GY,N-T
GY,Elimination,O,U,NM,GY,O-U
GY,Elimination,Q,W,NM,GY,Q-W
GY,Inc-C,10,4,NM,GY,10-4
GY,Identification,I,I,M,GY,I-I
GY,Inc-B,11,5,NM,GY,11-5
GY,Inc-B,L,R,NM,GY,L-R
GY,Identification,J,J,M,GY,J-J
GY,Identification,K,K,M,GY,K-K
LI,Identification,H,H,M,LI,H-H
LI,Identification,F,F,M,LI,F-F
LI,Elimination,3,7,NM,LI,3-7
LI,Inc-B,4,8,NM,LI,4-8
LI,Inc-B,5,9,NM,LI,5-9
LI,Inc-C,N,S,NM,LI,N-S
LI,Inc-B,K,P,NM,LI,K-P
LI,Elimination,O,T,NM,LI,O-T
LI,Inc-B,L,Q,NM,LI,L-Q
LI,Identification,G,G,M,LI,G-G
LI,Identification,1,1,M,LI,1-1
LI,Inc-C,M,R,NM,LI,M-R
LI,Inc-C,2,6,NM,LI,2-6
LI,Identification,I,I,M,LI,I-I
LI,Identification,J,J,M,LI,J-J
OG,Inc-C,F,O,NM,OG,F-O
OG,Inc-A,D,M,NM,OG,D-M
OG,Inc-B,1,4,NM,OG,1-4
OG,Inc-C,2,5,NM,OG,2-5
OG,Inc-B,3,6,NM,OG,3-6
OG,Inc-C,H,Q,NM,OG,H-Q
OG,Identification,10,10,M,OG,10-10
OG,Identification,11,11,M,OG,11-11
OG,Inc-A,C,L,NM,OG,C-L
OG,Inc-B,I,R,NM,OG,I-R
OG,Inc-B,G,P,NM,OG,G-P
OG,Inc-B,K,T,NM,OG,K-T
OG,Identification,B,B,M,OG,B-B
OG,Inc-C,E,N,NM,OG,E-N
OG,Inc-A,J,S,NM,OG,J-S
IB,Elimination,11,5,NM,IB,11-5
IB,Elimination,Q,W,NM,IB,Q-W
IB,Elimination,O,U,NM,IB,O-U
IB,Identification,M,M,M,IB,M-M
IB,Inc-B,10,4,NM,IB,10-4
IB,Identification,K,K,M,IB,K-K
IB,Identification,J,J,M,IB,J-J
IB,Inc-B,R,X,NM,IB,R-X
IB,Elimination,7,1,NM,IB,7-1
IB,Inc-A,L,L,M,IB,L-L
IB,Elimination,9,3,NM,IB,9-3
IB,Inc-C,8,2,NM,IB,8-2
IB,Elimination,N,T,NM,IB,N-T
IB,Inc-A,P,V,NM,IB,P-V
IB,Elimination,S,Y,NM,IB,S-Y
KI,Identification,N,N,M,KI,N-N
KI,Inc-B,Q,Y,NM,KI,Q-Y
KI,Inc-B,W,D,NM,KI,W-D
KI,Elimination,S,AA,NM,KI,S-AA
KI,Identification,1,1,M,KI,1-1
KI,Elimination,T,A,NM,KI,T-A
KI,Identification,O,O,M,KI,O-O
KI,Inc-C,P,X,NM,KI,P-X
KI,Elimination,R,Z,NM,KI,R-Z
KI,Inc-C,U,B,NM,KI,U-B
KI,Identification,2,2,M,KI,2-2
KI,Elimination,V,C,NM,KI,V-C
KI,Elimination,5,7,NM,KI,5-7
KI,Identification,3,3,M,KI,3-3
KI,Elimination,4,6,NM,KI,4-6
IS,Elimination,4,9,NM,IS,4-9
IS,Inc-B,V,A,NM,IS,V-A
IS,Identification,T,T,M,IS,T-T
IS,Inc-B,U,AA,NM,IS,U-AA
IS,Identification,R,R,M,IS,R-R
IS,Identification,6,11,NM,IS,6-11
IS,Elimination,3,8,NM,IS,3-8
IS,Identification,Q,Q,M,IS,Q-Q
IS,Identification,X,C,NM,IS,X-C
IS,Elimination,5,10,NM,IS,5-10
IS,Elimination,W,B,NM,IS,W-B
IS,Identification,S,S,M,IS,S-S
IS,Elimination,Z,E,NM,IS,Z-E
IS,Elimination,Y,D,NM,IS,Y-D
IS,Elimination,7,1,NM,IS,7-1
ZQ,Inc-B,W,W,M,ZQ,W-W
ZQ,Elimination,10,3,NM,ZQ,10-3
ZQ,Elimination,9,2,NM,ZQ,9-2
ZQ,Identification,X,X,M,ZQ,X-X
ZQ,Inc-A,A,F,NM,ZQ,A-F
ZQ,Inc-B,Y,Y,M,ZQ,Y-Y
ZQ,Elimination,11,4,NM,ZQ,11-4
ZQ,Inc-A,V,V,M,ZQ,V-V
ZQ,Inc-A,D,I,NM,ZQ,D-I
ZQ,Inc-C,8,1,NM,ZQ,8-1
ZQ,Identification,7,7,M,ZQ,7-7
ZQ,Inc-A,B,G,NM,ZQ,B-G
ZQ,Inc-C,C,H,NM,ZQ,C-H
ZQ,Elimination,AA,E,NM,ZQ,AA-E
ZQ,Inc-A,Z,Z,M,ZQ,Z-Z
LT,Elimination,7,9,NM,LT,7-9
LT,Inc-A,5,5,M,LT,5-5
LT,Identification,Y,F,NM,LT,Y-F
LT,Inc-B,AA,H,NM,LT,AA-H
LT,Inc-A,Z,G,NM,LT,Z-G
LT,Inc-A,A,I,NM,LT,A-I
LT,Inc-B,X,E,NM,LT,X-E
LT,Identification,4,4,M,LT,4-4
LT,Inc-A,U,U,M,LT,U-U
LT,Identification,3,3,M,LT,3-3
LT,Identification,T,T,M,LT,T-T
LT,Elimination,W,D,NM,LT,W-D
LT,Inc-A,6,8,NM,LT,6-8
LT,Inc-A,B,J,NM,LT,B-J
LT,Inc-C,V,C,NM,LT,V-C
RO,Inc-B,S,AA,NM,RO,S-AA
RO,Identification,N,N,M,RO,N-N
RO,Identification,9,9,M,RO,9-9
RO,Inc-B,P,X,NM,RO,P-X
RO,Identification,7,7,M,RO,7-7
RO,Elimination,O,W,NM,RO,O-W
RO,Inc-B,Q,Y,NM,RO,Q-Y
RO,Inc-B,V,C,NM,RO,V-C
RO,Elimination,10,1,NM,RO,10-1
RO,Elimination,11,2,NM,RO,11-2
RO,Identification,M,M,M,RO,M-M
RO,Identification,8,8,M,RO,8-8
RO,Inc-B,U,B,NM,RO,U-B
RO,Inc-B,R,Z,NM,RO,R-Z
RO,Inc-B,T,A,NM,RO,T-A
EZ,Inc-B,P,Y,NM,EZ,P-Y
EZ,Elimination,M,V,NM,EZ,M-V
EZ,Identification,L,L,M,EZ,L-L
EZ,Elimination,Q,Z,NM,EZ,Q-Z
EZ,Elimination,U,C,NM,EZ,U-C
EZ,Elimination,R,AA,NM,EZ,R-AA
EZ,Elimination,N,W,NM,EZ,N-W
EZ,Elimination,O,X,NM,EZ,O-X
EZ,Elimination,1,4,NM,EZ,1-4
EZ,Elimination,3,6,NM,EZ,3-6
EZ,Elimination,2,5,NM,EZ,2-5
EZ,Identification,10,10,M,EZ,10-10
EZ,Identification,11,11,M,EZ,11-11
EZ,Inc-C,T,B,NM,EZ,T-B
EZ,Elimination,S,A,NM,EZ,S-A
MR,Elimination,U,AA,NM,MR,U-AA
MR,Elimination,3,8,NM,MR,3-8
MR,Elimination,4,9,NM,MR,4-9
MR,Elimination,S,Y,NM,MR,S-Y
MR,Elimination,1,6,NM,MR,1-6
MR,Inc-C,R,X,NM,MR,R-X
MR,Elimination,2,7,NM,MR,2-7
MR,Elimination,V,A,NM,MR,V-A
MR,Elimination,T,Z,NM,MR,T-Z
MR,Elimination,W,B,NM,MR,W-B
MR,Identification,O,O,M,MR,O-O
MR,Identification,P,P,M,MR,P-P
MR,Identification,N,N,M,MR,N-N
MR,Identification,Q,Q,M,MR,Q-Q
MR,Elimination,5,10,NM,MR,5-10
GP,Elimination,U,C,NM,GP,U-C
GP,Elimination,X,F,NM,GP,X-F
GP,Inc-C,Z,H,NM,GP,Z-H
GP,Identification,1,1,M,GP,1-1
GP,Inc-C,5,8,NM,GP,5-8
GP,Inc-C,AA,I,NM,GP,AA-I
GP,Inc-C,Y,G,NM,GP,Y-G
GP,Inc-C,T,B,NM,GP,T-B
GP,Elimination,4,7,NM,GP,4-7
GP,Identification,2,2,M,GP,2-2
GP,Inc-C,V,D,NM,GP,V-D
GP,Elimination,3,6,NM,GP,3-6
GP,Inc-C,S,A,NM,GP,S-A
GP,Identification,R,R,M,GP,R-R
GP,Inc-C,W,E,NM,GP,W-E
FH,Inc-B,1,3,NM,FH,1-3
FH,Inc-C,V,C,NM,FH,V-C
FH,Inc-C,W,D,NM,FH,W-D
FH,Identification,10,10,M,FH,10-10
FH,Inc-C,T,A,NM,FH,T-A
FH,Inc-C,9,9,M,FH,9-9
FH,Inc-B,U,B,NM,FH,U-B
FH,Identification,R,R,M,FH,R-R
FH,Inc-B,11,2,NM,FH,11-2
FH,Identification,S,S,M,FH,S-S
FH,Inc-C,Z,G,NM,FH,Z-G
FH,Inc-C,AA,H,NM,FH,AA-H
FH,Inc-C,Y,F,NM,FH,Y-F
FH,Inc-A,8,8,M,FH,8-8
FH,Inc-B,X,E,NM,FH,X-E
YY,Elimination,7,1,NM,YY,7-1
YY,Identification,10,4,NM,YY,10-4
YY,Identification,6,11,NM,YY,6-11
YY,Inc-A,L,R,NM,YY,L-R
YY,Inc-A,E,E,M,YY,E-E
YY,Inc-A,I,O,NM,YY,I-O
YY,Identification,9,3,NM,YY,9-3
YY,Inc-A,8,2,NM,YY,8-2
YY,Inc-B,J,P,NM,YY,J-P
YY,Inc-A,K,Q,NM,YY,K-Q
YY,Inc-C,M,S,NM,YY,M-S
YY,Identification,F,F,M,YY,F-F
YY,Unsuitable-Lack of sufficent marks on KNOWN samples,H,H,M,YY,H-H
YY,Identification,G,G,M,YY,G-G
YY,Inc-A,N,T,NM,YY,N-T
HZ,Inc-A,4,9,NM,HZ,4-9
HZ,Identification,M,M,M,HZ,M-M
HZ,Identification,O,O,M,HZ,O-O
HZ,Identification,N,N,M,HZ,N-N
HZ,Inc-B,6,11,NM,HZ,6-11
HZ,Inc-B,U,AA,NM,HZ,U-AA
HZ,Identification,L,L,M,HZ,L-L
HZ,Inc-B,Q,W,NM,HZ,Q-W
HZ,Inc-A,S,Y,NM,HZ,S-Y
HZ,Inc-B,5,10,NM,HZ,5-10
HZ,Inc-A,P,V,NM,HZ,P-V
HZ,Inc-B,T,Z,NM,HZ,T-Z
HZ,Inc-B,R,X,NM,HZ,R-X
HZ,Inc-B,8,2,NM,HZ,8-2
HZ,Elimination,7,1,NM,HZ,7-1
AY,Elimination,T,Z,NM,AY,T-Z
AY,Elimination,R,X,NM,AY,R-X
AY,Identification,O,O,M,AY,O-O
AY,Identification,P,P,M,AY,P-P
AY,Elimination,Q,W,NM,AY,Q-W
AY,Elimination,3,8,NM,AY,3-8
AY,Elimination,11,5,NM,AY,11-5
AY,Elimination,4,9,NM,AY,4-9
AY,Elimination,1,6,NM,AY,1-6
AY,Elimination,S,Y,NM,AY,S-Y
AY,Identification,M,M,M,AY,M-M
AY,Elimination,2,7,NM,AY,2-7
AY,Identification,N,N,M,AY,N-N
AY,Elimination,U,AA,NM,AY,U-AA
AY,Elimination,V,A,NM,AY,V-A
OD,Inc-C,P,W,NM,OD,P-W
OD,Inc-A,3,3,M,OD,3-3
OD,Identification,4,4,M,OD,4-4
OD,Inc-B,N,U,NM,OD,N-U
OD,Elimination,S,Z,NM,OD,S-Z
OD,Inc-A,M,M,M,OD,M-M
OD,Inc-A,T,AA,NM,OD,T-AA
OD,Elimination,Q,X,NM,OD,Q-X
OD,Elimination,O,V,NM,OD,O-V
OD,Inc-C,R,Y,NM,OD,R-Y
OD,Elimination,7,8,NM,OD,7-8
OD,Identification,K,K,M,OD,K-K
OD,Identification,6,6,M,OD,6-6
OD,Identification,L,L,M,OD,L-L
OD,Identification,5,5,M,OD,5-5
QP,Elimination,G,G,M,QP,G-G
QP,Identification,1,1,M,QP,1-1
QP,Elimination,O,V,NM,QP,O-V
QP,Inc-B,P,W,NM,QP,P-W
QP,Inc-A,9,9,M,QP,9-9
QP,Inc-B,I,I,M,QP,I-I
QP,Elimination,M,T,NM,QP,M-T
QP,Elimination,N,U,NM,QP,N-U
QP,Inc-A,11,11,M,QP,11-11
QP,Elimination,J,Q,NM,QP,J-Q
QP,Identification,H,H,M,QP,H-H
QP,Elimination,L,S,NM,QP,L-S
QP,Identification,10,10,M,QP,10-10
QP,Inc-A,2,3,NM,QP,2-3
QP,Elimination,K,R,NM,QP,K-R
QA,Identification,N,N,M,QA,N-N
QA,Unsuitable-Lack of sufficent marks on KNOWN samples,8,9,NM,QA,8-9
QA,Inc-C,V,B,NM,QA,V-B
QA,Identification,4,4,M,QA,4-4
QA,Inc-C,5,5,M,QA,5-5
QA,Elimination,P,W,NM,QA,P-W
QA,Elimination,T,AA,NM,QA,T-AA
QA,Inc-C,U,A,NM,QA,U-A
QA,Identification,7,7,M,QA,7-7
QA,Inc-C,Q,X,NM,QA,Q-X
QA,Identification,O,O,M,QA,O-O
QA,Elimination,S,Z,NM,QA,S-Z
QA,Unsuitable-Lack of sufficent marks on KNOWN samples,6,6,M,QA,6-6
QA,Unsuitable-Lack of sufficent marks on QUESTIONED sample,M,M,M,QA,M-M
QA,Inc-C,R,Y,NM,QA,R-Y
XX,Inc-C,9,2,NM,XX,9-2
XX,Inc-B,R,W,NM,XX,R-W
XX,Inc-C,Q,V,NM,XX,Q-V
XX,Elimination,10,3,NM,XX,10-3
XX,Identification,K,K,M,XX,K-K
XX,Inc-C,11,4,NM,XX,11-4
XX,Elimination,S,X,NM,XX,S-X
XX,Identification,8,8,M,XX,8-8
XX,Identification,N,N,M,XX,N-N
XX,Inc-C,P,U,NM,XX,P-U
XX,Elimination,O,T,NM,XX,O-T
XX,Inc-B,L,L,M,XX,L-L
XX,Inc-A,M,M,M,XX,M-M
XX,Identification,J,J,M,XX,J-J
XX,Inc-C,1,5,NM,XX,1-5
HV,Elimination,3,7,NM,HV,3-7
HV,Inc-B,P,U,NM,HV,P-U
HV,Identification,L,L,M,HV,L-L
HV,Inc-B,R,W,NM,HV,R-W
HV,Identification,J,J,M,HV,J-J
HV,Elimination,Q,V,NM,HV,Q-V
HV,Identification,1,1,M,HV,1-1
HV,Identification,I,I,M,HV,I-I
HV,Identification,M,M,M,HV,M-M
HV,Elimination,N,S,NM,HV,N-S
HV,Elimination,O,T,NM,HV,O-T
HV,Identification,K,K,M,HV,K-K
HV,Inc-B,5,9,NM,HV,5-9
HV,Elimination,2,6,NM,HV,2-6
HV,Elimination,4,8,NM,HV,4-8
QJ,Elimination,J,Q,NM,QJ,J-Q
QJ,Elimination,1,2,NM,QJ,1-2
QJ,Elimination,I,P,NM,QJ,I-P
QJ,Identification,10,10,M,QJ,10-10
QJ,Identification,F,F,M,QJ,F-F
QJ,Elimination,K,R,NM,QJ,K-R
QJ,Elimination,M,T,NM,QJ,M-T
QJ,Identification,G,G,M,QJ,G-G
QJ,Elimination,N,U,NM,QJ,N-U
QJ,Inc-B,8,8,M,QJ,8-8
QJ,Elimination,L,S,NM,QJ,L-S
QJ,Elimination,H,O,NM,QJ,H-O
QJ,Inc-B,E,E,M,QJ,E-E
QJ,Identification,11,11,M,QJ,11-11
QJ,Inc-B,9,9,M,QJ,9-9
WT,Elimination,4,8,NM,WT,4-8
WT,Inc-B,M,R,NM,WT,M-R
WT,Identification,K,K,M,WT,K-K
WT,Inc-B,L,Q,NM,WT,L-Q
WT,Identification,I,I,M,WT,I-I
WT,Inc-C,6,10,NM,WT,6-10
WT,Elimination,3,7,NM,WT,3-7
WT,Inc-B,H,H,M,WT,H-H
WT,Elimination,O,T,NM,WT,O-T
WT,Inc,5,9,NM,WT,5-9
WT,Elimination,N,S,NM,WT,N-S
WT,Inc-A,J,J,M,WT,J-J
WT,Identification,2,2,M,WT,2-2
WT,Inc-B,P,U,NM,WT,P-U
WT,Inc-A,G,G,M,WT,G-G
VE,Inc-B,E,J,NM,VE,E-J
VE,Identification,Z,Z,M,VE,Z-Z
VE,Elimination,D,I,NM,VE,D-I
VE,Identification,X,X,M,VE,X-X
VE,Elimination,A,F,NM,VE,A-F
VE,Inc-A,10,10,M,VE,10-10
VE,Elimination,1,5,NM,VE,1-5
VE,Inc-B,B,G,NM,VE,B-G
VE,Inc-B,2,6,NM,VE,2-6
VE,Elimination,3,7,NM,VE,3-7
VE,Elimination,11,4,NM,VE,11-4
VE,Elimination,C,H,NM,VE,C-H
VE,Identification,AA,AA,M,VE,AA-AA
VE,Identification,Y,Y,M,VE,Y-Y
VE,Inc-A,W,W,M,VE,W-W
TV,Inc-C,P,X,NM,TV,P-X
TV,Identification,11,11,M,TV,11-11
TV,Identification,O,O,M,TV,O-O
TV,Elimination,W,D,NM,TV,W-D
TV,Inc-C,2,4,NM,TV,2-4
TV,Inc-B,Q,Y,NM,TV,Q-Y
TV,Inc-C,S,AA,NM,TV,S-AA
TV,Elimination,3,5,NM,TV,3-5
TV,Inc-B,T,A,NM,TV,T-A
TV,Inc-B,U,B,NM,TV,U-B
TV,Elimination,R,Z,NM,TV,R-Z
TV,Identification,N,N,M,TV,N-N
TV,Inc-A,1,1,M,TV,1-1
TV,Identification,10,10,M,TV,10-10
TV,Inc-B,V,C,NM,TV,V-C
AF,Inc-B,A,J,NM,AF,A-J
AF,Inc-C,V,D,NM,AF,V-D
AF,Elimination,T,B,NM,AF,T-B
AF,Elimination,U,C,NM,AF,U-C
AF,Elimination,10,2,NM,AF,10-2
AF,Identification,7,7,M,AF,7-7
AF,Inc-B,AA,I,NM,AF,AA-I
AF,Elimination,9,1,NM,AF,9-1
AF,Elimination,X,F,NM,AF,X-F
AF,Inc-C,6,6,M,AF,6-6
AF,Inc-B,W,E,NM,AF,W-E
AF,Identification,S,S,M,AF,S-S
AF,Inc-B,Z,H,NM,AF,Z-H
AF,Inc-A,Y,G,NM,AF,Y-G
AF,Elimination,8,11,NM,AF,8-11
YR,Inc-A,B,B,M,YR,B-B
YR,Elimination,F,L,NM,YR,F-L
YR,Elimination,G,M,NM,YR,G-M
YR,Elimination,1,6,NM,YR,1-6
YR,Elimination,H,N,NM,YR,H-N
YR,Elimination,J,P,NM,YR,J-P
YR,Elimination,I,O,NM,YR,I-O
YR,Elimination,4,9,NM,YR,4-9
YR,Identification,C,C,M,YR,C-C
YR,Inc-A,A,A,M,YR,A-A
YR,Elimination,5,10,NM,YR,5-10
YR,Elimination,3,8,NM,YR,3-8
YR,Elimination,2,7,NM,YR,2-7
YR,Inc-B,D,D,M,YR,D-D
YR,Unsuitable-Lack of sufficent marks on KNOWN samples,E,K,NM,YR,E-K
HT,Identification,4,4,M,HT,4-4
HT,Elimination,M,T,NM,HT,M-T
HT,Inc-A,K,K,M,HT,K-K
HT,Elimination,L,S,NM,HT,L-S
HT,Identification,I,I,M,HT,I-I
HT,Inc-A,6,6,M,HT,6-6
HT,Elimination,R,Y,NM,HT,R-Y
HT,Elimination,8,9,NM,HT,8-9
HT,Elimination,O,V,NM,HT,O-V
HT,Identification,5,5,M,HT,5-5
HT,Elimination,N,U,NM,HT,N-U
HT,Inc-A,J,J,M,HT,J-J
HT,Elimination,Q,X,NM,HT,Q-X
HT,Elimination,P,W,NM,HT,P-W
HT,Elimination,7,7,M,HT,7-7
SX,Identification,A,A,M,SX,A-A
SX,Inc-C,E,J,NM,SX,E-J
SX,Inc-C,F,K,NM,SX,F-K
SX,Inc-C,2,6,NM,SX,2-6
SX,Inc-C,G,L,NM,SX,G-L
SX,Identification,1,1,M,SX,1-1
SX,Inc-C,H,M,NM,SX,H-M
SX,Inc-C,5,9,NM,SX,5-9
SX,Identification,B,B,M,SX,B-B
SX,Identification,AA,AA,M,SX,AA-AA
SX,Identification,Z,Z,M,SX,Z-Z
SX,Inc-C,4,8,NM,SX,4-8
SX,Elimination,3,7,NM,SX,3-7
