Orig GRP,ExamID,Mailing Round,CompID,Set Number,Number of knowns with sufficient reproducible detail for compari,Examiner's Analysis,Score,Pair,AnalType,Gun_K1,Lot #_1,Gun_K2,Lot #_2,Gun_Q,Lot #_3,Bullet/Case,M_NM,Ber_NonBer,Gun_1,Gun_2,ExamID_2,ExamID_3,Round
Org-Grp-71,NB,A,Group 1,1,2,Inc-B,Non-Matched(gt) marked Inconclusive,L-S,New,L,π 02_2016-01_81,L,π 02_2016-01_81,S,π 78_2016-04_188,Case,NM,Beretta,L,S,NB,A,1
Org-Grp-71,NB,A,Group 1,2,2,ID---provide basis,Correct-Match,3-3,New,3,π 02_2016-01_94,3,π 02_2016-01_94,3,π 02_2016-01_94,Case,M,Non_Ber,3,3,NB,A,1
Org-Grp-71,NB,A,Group 1,3,2,Inc-C,Non-Matched(gt) marked Inconclusive,4-5,New,4,π 02_2016-01_81,4,π 02_2016-01_81,5,π 02_2016-01_94,Case,NM,Non_Ber,4,5,NB,A,1
Org-Grp-71,NB,A,Group 1,4,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,F-M,New,F,π 154_2016-08_96,F,π 154_2016-08_96,M,π 75_2016-04_96,Case,NM,Beretta,F,M,NB,A,1
Org-Grp-71,NB,A,Group 1,5,2,ID---provide basis,Correct-Match,C-C,New,C,π 78_2016-04_35,C,π 78_2016-04_35,C,π 78_2016-04_35,Case,M,Beretta,C,C,NB,A,1
Org-Grp-71,NB,A,Group 1,6,1,Inc-B,Match(gt) marked Inconclusive,E-E,New,E,π 154_2016-08_188,E,π 154_2016-08_188,E,π 165_2016-08_96,Case,M,Beretta,E,E,NB,A,1
Org-Grp-71,NB,A,Group 1,7,1,Inc-A,Match(gt) marked Inconclusive,D-D,New,D,π 78_2016-04_35,D,π 78_2016-04_35,D,π 78_2016-04_35,Case,M,Beretta,D,D,NB,A,1
Org-Grp-71,NB,A,Group 1,8,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,I-P,New,I,π 02_2016-01_94,I,π 02_2016-01_94,P,π 116_2016-06_119,Case,NM,Beretta,I,P,NB,A,1
Org-Grp-71,NB,A,Group 1,9,2,ID---provide basis,Correct-Match,11-11,New,11,π 02_2016-01_90,11,π 02_2016-01_90,11,π 02_2016-01_94,Case,M,Non_Ber,11,11,NB,A,1
Org-Grp-71,NB,A,Group 1,10,2,Elim-Using Difference in Class Characteristics,Correct-NonMatch,K-R,New,K,π 78_2016-04_35,K,π 78_2016-04_35,R,π 116_2016-06_179,Case,NM,Beretta,K,R,NB,A,1
Org-Grp-71,NB,A,Group 1,11,2,Inc-C,Non-Matched(gt) marked Inconclusive,J-Q,New,J,π 78_2016-04_35,J,π 78_2016-04_35,Q,π 154_2016-08_35,Case,NM,Beretta,J,Q,NB,A,1
Org-Grp-71,NB,A,Group 1,12,2,Elim-Using Difference in Class Characteristics,Correct-NonMatch,H-O,New,H,π 154_2016-08_35,H,π 154_2016-08_35,O,π 111_2014-06_21,Case,NM,Beretta,H,O,NB,A,1
Org-Grp-71,NB,A,Group 1,13,2,Elim-Using Difference in Class Characteristics,Correct-NonMatch,G-N,New,G,π 154_2016-08_35,G,π 154_2016-08_35,N,π 02_2016-01_90,Case,NM,Beretta,G,N,NB,A,1
Org-Grp-71,NB,A,Group 1,14,2,Inc-C,Match(gt) marked Inconclusive,1-1,New,1,π 02_2016-01_90,1,π 02_2016-01_90,1,π 02_2016-01_90,Case,M,Non_Ber,1,1,NB,A,1
Org-Grp-71,NB,A,Group 1,15,2,Elim-Using Difference in Class Characteristics,Incorrect-actually Match(gt),2-2,New,2,π 02_2016-01_90,2,π 02_2016-01_90,2,π 02_2016-01_90,Case,M,Non_Ber,2,2,NB,A,1
Org-Grp-200,KI,D,Group 10,1,1,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,J-S,New,J,π 78_2016-04_35,J,π 78_2016-04_35,S,π 78_2016-04_188,Case,NM,Beretta,J,S,KI,D,1
Org-Grp-200,KI,D,Group 10,2,2,ID---provide basis,Correct-Match,10-10,New,10,π 02_2016-01_81,10,π 02_2016-01_81,10,π 02_2016-01_81,Case,M,Non_Ber,10,10,KI,D,1
Org-Grp-200,KI,D,Group 10,3,1,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,P-Y,New,P,π 116_2016-06_119,P,π 116_2016-06_119,Y,π 154_2016-08_125,Case,NM,Beretta,P,Y,KI,D,1
Org-Grp-200,KI,D,Group 10,4,1,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,N-W,New,N,π 02_2016-01_90,N,π 02_2016-01_90,W,π 78_2016-04_35,Case,NM,Beretta,N,W,KI,D,1
Org-Grp-200,KI,D,Group 10,5,1,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,I-R,New,I,π 02_2016-01_94,I,π 02_2016-01_94,R,π 116_2016-06_179,Case,NM,Beretta,I,R,KI,D,1
Org-Grp-200,KI,D,Group 10,6,0,Inc-B,Non-Matched(gt) marked Inconclusive,L-U,New,L,π 02_2016-01_81,L,π 02_2016-01_81,U,π 78_2016-04_35,Case,NM,Beretta,L,U,KI,D,1
Org-Grp-200,KI,D,Group 10,7,1,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,K-T,New,K,π 78_2016-04_35,K,π 78_2016-04_35,T,π 78_2016-04_35,Case,NM,Beretta,K,T,KI,D,1
Org-Grp-200,KI,D,Group 10,8,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,11-3,New,11,π 02_2016-01_90,11,π 02_2016-01_90,3,π 02_2016-01_94,Case,NM,Non_Ber,11,3,KI,D,1
Org-Grp-200,KI,D,Group 10,9,2,Inc-B,Non-Matched(gt) marked Inconclusive,2-5,New,2,π 02_2016-01_90,2,π 02_2016-01_90,5,π 02_2016-01_90,Case,NM,Non_Ber,2,5,KI,D,1
Org-Grp-200,KI,D,Group 10,10,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,M-V,New,M,π 75_2016-04_96,M,π 75_2016-04_96,V,π 75_2016-04_96,Case,NM,Beretta,M,V,KI,D,1
Org-Grp-200,KI,D,Group 10,11,1,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,H-Q,New,H,π 154_2016-08_35,H,π 154_2016-08_35,Q,π 154_2016-08_35,Case,NM,Beretta,H,Q,KI,D,1
Org-Grp-200,KI,D,Group 10,12,2,ID---provide basis,Correct-Match,G-G,New,G,π 154_2016-08_35,G,π 154_2016-08_35,G,π 154_2016-08_35,Case,M,Beretta,G,G,KI,D,1
Org-Grp-200,KI,D,Group 10,13,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,O-X,New,O,π 111_2014-06_21,O,π 111_2014-06_21,X,π 78_2016-04_188,Case,NM,Beretta,O,X,KI,D,1
Org-Grp-200,KI,D,Group 10,14,2,ID---provide basis,Correct-Match,9-9,New,9,π 02_2016-01_94,9,π 02_2016-01_94,9,π 02_2016-01_94,Case,M,Non_Ber,9,9,KI,D,1
Org-Grp-200,KI,D,Group 10,15,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,1-4,New,1,π 02_2016-01_90,1,π 02_2016-01_90,4,π 02_2016-01_81,Case,NM,Non_Ber,1,4,KI,D,1
Org-Grp-104,SH,C,Group 102,1,2,Elim-Using Difference in Class Characteristics,Correct-NonMatch,E-K,New,E,π 02_2016-01_94,E,π 02_2016-01_94,K,π 78_2016-04_35,Case,NM,Beretta,E,K,SH,C,1
Org-Grp-104,SH,C,Group 102,2,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,9-3,New,9,π 02_2016-01_90,9,π 02_2016-01_90,3,π 02_2016-01_94,Case,NM,Non_Ber,9,3,SH,C,1
Org-Grp-104,SH,C,Group 102,3,2,Inc-A,Non-Matched(gt) marked Inconclusive,D-J,New,D,π 78_2016-04_35,D,π 78_2016-04_35,J,π 78_2016-04_35,Case,NM,Beretta,D,J,SH,C,1
Org-Grp-104,SH,C,Group 102,4,2,Elim-Using Difference in Class Characteristics,Correct-NonMatch,B-H,New,B,π 78_2016-04_35,B,π 78_2016-04_35,H,π 154_2016-08_35,Case,NM,Beretta,B,H,SH,C,1
Org-Grp-104,SH,C,Group 102,5,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,11-5,New,11,π 02_2016-01_90,11,π 02_2016-01_90,5,π 02_2016-01_90,Case,NM,Non_Ber,11,5,SH,C,1
Org-Grp-104,SH,C,Group 102,6,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,10-4,New,10,π 02_2016-01_81,10,π 02_2016-01_81,4,π 02_2016-01_81,Case,NM,Non_Ber,10,4,SH,C,1
Org-Grp-104,SH,C,Group 102,7,2,ID---provide basis,Correct-Match,Y-Y,New,Y,π 154_2016-08_125,Y,π 154_2016-08_125,Y,π 154_2016-08_125,Case,M,Beretta,Y,Y,SH,C,1
Org-Grp-104,SH,C,Group 102,8,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,AA-F,New,AA,π 75_2016-04_96,AA,π 75_2016-04_96,F,π 154_2016-08_96,Case,NM,Beretta,AA,F,SH,C,1
Org-Grp-104,SH,C,Group 102,9,2,Elim-Using Difference in Class Characteristics,Correct-NonMatch,1-6,New,1,π 02_2016-01_90,1,π 02_2016-01_90,6,π 02_2016-01_94,Case,NM,Non_Ber,1,6,SH,C,1
Org-Grp-104,SH,C,Group 102,10,2,ID---provide basis,Correct-Match,X-X,New,X,π 78_2016-04_188,X,π 78_2016-04_188,X,π 165_2016-08_96,Case,M,Beretta,X,X,SH,C,1
Org-Grp-104,SH,C,Group 102,11,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,A-G,New,A,π 78_2016-04_35,A,π 78_2016-04_35,G,π 154_2016-08_35,Case,NM,Beretta,A,G,SH,C,1
Org-Grp-104,SH,C,Group 102,12,2,Inc-A,Match(gt) marked Inconclusive,W-W,New,W,π 78_2016-04_35,W,π 78_2016-04_35,W,π 78_2016-04_35,Case,M,Beretta,W,W,SH,C,1
Org-Grp-104,SH,C,Group 102,13,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,C-I,New,C,π 78_2016-04_35,C,π 78_2016-04_35,I,π 02_2016-01_94,Case,NM,Beretta,C,I,SH,C,1
Org-Grp-104,SH,C,Group 102,14,2,ID---provide basis,Correct-Match,Z-Z,New,Z,π 116_2016-06_125,Z,π 116_2016-06_125,Z,π 116_2016-06_125,Case,M,Beretta,Z,Z,SH,C,1
Org-Grp-104,SH,C,Group 102,15,2,Elim-Using Difference in Class Characteristics,Correct-NonMatch,2-7,New,2,π 02_2016-01_90,2,π 02_2016-01_90,7,π 154_2016-08_188,Case,NM,Non_Ber,2,7,SH,C,1
Org-Grp-244,AX,I,Group 105,1,2,ID---provide basis,Correct-Match,AA-AA,New,AA,π 75_2016-04_96,AA,π 75_2016-04_96,AA,π 75_2016-04_96,Case,M,Beretta,AA,AA,AX,I,2
Org-Grp-244,AX,I,Group 105,2,2,ID---provide basis,Correct-Match,C-C,New,C,π 78_2016-04_35,C,π 78_2016-04_35,C,π 78_2016-04_35,Case,M,Beretta,C,C,AX,I,2
Org-Grp-244,AX,I,Group 105,3,2,Elim-Using Difference in Class Characteristics,Correct-NonMatch,11-5,New,11,π 02_2016-01_90,11,π 02_2016-01_90,5,π 02_2016-01_90,Case,NM,Non_Ber,11,5,AX,I,2
Org-Grp-244,AX,I,Group 105,4,2,Elim-Using Difference in Class Characteristics,Correct-NonMatch,8-2,New,8,π 02_2016-01_90,8,π 02_2016-01_90,2,π 02_2016-01_90,Case,NM,Non_Ber,8,2,AX,I,2
Org-Grp-244,AX,I,Group 105,5,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,D-J,New,D,π 78_2016-04_35,D,π 78_2016-04_35,J,π 78_2016-04_35,Case,NM,Beretta,D,J,AX,I,2
Org-Grp-244,AX,I,Group 105,6,2,Elim-Using Difference in Class and Individual Characteristics,Correct-NonMatch,H-N,New,H,π 154_2016-08_35,H,π 154_2016-08_35,N,π 116_2016-06_179,Case,NM,Beretta,H,N,AX,I,2
Org-Grp-244,AX,I,Group 105,7,1,ID---provide basis,Correct-Match,B-B,New,B,π 78_2016-04_35,B,π 78_2016-04_35,B,π 78_2016-04_35,Case,M,Beretta,B,B,AX,I,2
Org-Grp-244,AX,I,Group 105,8,1,ID---provide basis,Correct-Match,A-A,New,A,π 78_2016-04_35,A,π 78_2016-04_35,A,π 78_2016-04_35,Case,M,Beretta,A,A,AX,I,2
Org-Grp-244,AX,I,Group 105,9,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,I-O,New,I,π 02_2016-01_94,I,π 02_2016-01_94,O,π 111_2014-06_21,Case,NM,Beretta,I,O,AX,I,2
Org-Grp-244,AX,I,Group 105,10,2,Elim-Using Difference in Class and Individual Characteristics,Correct-NonMatch,7-1,New,7,π 02_2016-01_90,7,π 02_2016-01_90,1,π 02_2016-01_90,Case,NM,Non_Ber,7,1,AX,I,2
Org-Grp-244,AX,I,Group 105,11,2,Elim-Using Difference in Class and Individual Characteristics,Correct-NonMatch,9-3,New,9,π 02_2016-01_90,9,π 02_2016-01_90,3,π 02_2016-01_94,Case,NM,Non_Ber,9,3,AX,I,2
Org-Grp-244,AX,I,Group 105,12,1,Elim-Using Difference in Class and Individual Characteristics,Correct-NonMatch,E-K,New,E,π 154_2016-08_125,E,π 154_2016-08_125,K,π 78_2016-04_35,Case,NM,Beretta,E,K,AX,I,2
Org-Grp-244,AX,I,Group 105,13,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,G-M,New,G,π 154_2016-08_35,G,π 154_2016-08_35,M,π 75_2016-04_96,Case,NM,Beretta,G,M,AX,I,2
Org-Grp-244,AX,I,Group 105,14,1,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,F-L,New,F,π 154_2016-08_96,F,π 154_2016-08_96,L,π 02_2016-01_81,Case,NM,Beretta,F,L,AX,I,2
Org-Grp-244,AX,I,Group 105,15,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,10-4,New,10,π 02_2016-01_81,10,π 02_2016-01_81,4,π 02_2016-01_81,Case,NM,Non_Ber,10,4,AX,I,2
Org-Grp-32,ZN,E,Group 107,1,1,Elim-Using Difference in Class Characteristics,Correct-NonMatch,6-10,New,6,π 02_2016-01_94,6,π 02_2016-01_94,10,π 02_2016-01_81,Case,NM,Non_Ber,6,10,ZN,E,1
Org-Grp-32,ZN,E,Group 107,2,2,ID---provide basis,Correct-Match,Q-Q,New,Q,π 154_2016-08_35,Q,π 154_2016-08_35,Q,π 154_2016-08_35,Case,M,Beretta,Q,Q,ZN,E,1
Org-Grp-32,ZN,E,Group 107,3,2,ID---provide basis,Correct-Match,S-S,New,S,π 78_2016-04_188,S,π 78_2016-04_188,S,π 78_2016-04_188,Case,M,Beretta,S,S,ZN,E,1
Org-Grp-32,ZN,E,Group 107,4,2,ID---provide basis,Correct-Match,R-R,New,R,π 116_2016-06_179,R,π 116_2016-06_179,R,π 116_2016-06_179,Case,M,Beretta,R,R,ZN,E,1
Org-Grp-32,ZN,E,Group 107,5,0,Inc-C,Non-Matched(gt) marked Inconclusive,8-1,New,8,π 02_2016-01_90,8,π 02_2016-01_90,1,π 02_2016-01_90,Case,NM,Non_Ber,8,1,ZN,E,1
Org-Grp-32,ZN,E,Group 107,6,2,ID---provide basis,Correct-Match,5-5,New,5,π 02_2016-01_90,5,π 02_2016-01_90,5,π 02_2016-01_90,Case,M,Non_Ber,5,5,ZN,E,1
Org-Grp-32,ZN,E,Group 107,7,2,ID---provide basis,Correct-Match,P-P,New,P,π 116_2016-06_119,P,π 116_2016-06_119,P,π 116_2016-06_35,Case,M,Beretta,P,P,ZN,E,1
Org-Grp-32,ZN,E,Group 107,8,2,Inc-C,Non-Matched(gt) marked Inconclusive,U-Z,New,U,π 78_2016-04_35,U,π 78_2016-04_35,Z,π 116_2016-06_125,Case,NM,Beretta,U,Z,ZN,E,1
Org-Grp-32,ZN,E,Group 107,9,2,Inc-B,Non-Matched(gt) marked Inconclusive,W-A,New,W,π 78_2016-04_35,W,π 78_2016-04_35,A,π 78_2016-04_35,Case,NM,Beretta,W,A,ZN,E,1
Org-Grp-32,ZN,E,Group 107,10,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,7-11,New,7,π 154_2016-08_188,7,π 154_2016-08_188,11,π 02_2016-01_90,Case,NM,Non_Ber,7,11,ZN,E,1
Org-Grp-32,ZN,E,Group 107,11,2,Inc-C,Non-Matched(gt) marked Inconclusive,T-Y,New,T,π 78_2016-04_35,T,π 78_2016-04_35,Y,π 154_2016-08_125,Case,NM,Beretta,T,Y,ZN,E,1
Org-Grp-32,ZN,E,Group 107,12,2,Inc-C,Non-Matched(gt) marked Inconclusive,X-B,New,X,π 165_2016-08_96,X,π 165_2016-08_96,B,π 78_2016-04_35,Case,NM,Beretta,X,B,ZN,E,1
Org-Grp-32,ZN,E,Group 107,13,2,Inc-C,Non-Matched(gt) marked Inconclusive,V-AA,New,V,π 75_2016-04_96,V,π 75_2016-04_96,AA,π 75_2016-04_96,Case,NM,Beretta,V,AA,ZN,E,1
Org-Grp-32,ZN,E,Group 107,14,2,ID---provide basis,Correct-Match,O-O,New,O,π 111_2014-06_21,O,π 111_2014-06_21,O,π 111_2014-06_21,Case,M,Beretta,O,O,ZN,E,1
Org-Grp-32,ZN,E,Group 107,15,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,9-2,New,9,π 02_2016-01_90,9,π 02_2016-01_90,2,π 02_2016-01_90,Case,NM,Non_Ber,9,2,ZN,E,1
Org-Grp-166,BB,E,Group 109,1,2,ID---provide basis,Correct-Match,4-4,New,4,π 02_2016-01_81,4,π 02_2016-01_81,4,π 02_2016-01_81,Case,M,Non_Ber,4,4,BB,E,1
Org-Grp-166,BB,E,Group 109,2,2,Inc-C,Non-Matched(gt) marked Inconclusive,E-L,New,E,π 154_2016-08_125,E,π 154_2016-08_125,L,π 02_2016-01_81,Case,NM,Beretta,E,L,BB,E,1
Org-Grp-166,BB,E,Group 109,3,2,ID---provide basis,Correct-Match,3-3,New,3,π 02_2016-01_94,3,π 02_2016-01_94,3,π 02_2016-01_94,Case,M,Non_Ber,3,3,BB,E,1
Org-Grp-166,BB,E,Group 109,4,2,Inc-B,Non-Matched(gt) marked Inconclusive,C-J,New,C,π 78_2016-04_35,C,π 78_2016-04_35,J,π 78_2016-04_35,Case,NM,Beretta,C,J,BB,E,1
Org-Grp-166,BB,E,Group 109,5,2,Inc-C,Non-Matched(gt) marked Inconclusive,G-N,New,G,π 154_2016-08_35,G,π 154_2016-08_35,N,π 02_2016-01_90,Case,NM,Beretta,G,N,BB,E,1
Org-Grp-166,BB,E,Group 109,6,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,5-6,New,5,π 02_2016-01_94,5,π 02_2016-01_94,6,π 02_2016-01_90,Case,NM,Non_Ber,5,6,BB,E,1
Org-Grp-166,BB,E,Group 109,7,2,Inc-A,Match(gt) marked Inconclusive,Z-Z,New,Z,π 116_2016-06_125,Z,π 116_2016-06_125,Z,π 116_2016-06_125,Case,M,Beretta,Z,Z,BB,E,1
Org-Grp-166,BB,E,Group 109,8,2,ID---provide basis,Correct-Match,1-1,New,1,π 02_2016-01_90,1,π 02_2016-01_90,1,π 02_2016-01_90,Case,M,Non_Ber,1,1,BB,E,1
Org-Grp-166,BB,E,Group 109,9,1,ID---provide basis,Correct-Match,AA-AA,New,AA,π 75_2016-04_96,AA,π 75_2016-04_96,AA,π 75_2016-04_96,Case,M,Beretta,AA,AA,BB,E,1
Org-Grp-166,BB,E,Group 109,10,2,Inc-C,Non-Matched(gt) marked Inconclusive,A-H,New,A,π 78_2016-04_35,A,π 78_2016-04_35,H,π 154_2016-08_35,Case,NM,Beretta,A,H,BB,E,1
Org-Grp-166,BB,E,Group 109,11,2,ID---provide basis,Correct-Match,Y-Y,New,Y,π 154_2016-08_125,Y,π 154_2016-08_125,Y,π 154_2016-08_125,Case,M,Beretta,Y,Y,BB,E,1
Org-Grp-166,BB,E,Group 109,12,2,ID---provide basis,Correct-Match,2-2,New,2,π 02_2016-01_90,2,π 02_2016-01_90,2,π 02_2016-01_90,Case,M,Non_Ber,2,2,BB,E,1
Org-Grp-166,BB,E,Group 109,13,2,Inc-C,Non-Matched(gt) marked Inconclusive,F-M,New,F,π 154_2016-08_96,F,π 154_2016-08_96,M,π 75_2016-04_96,Case,NM,Beretta,F,M,BB,E,1
Org-Grp-166,BB,E,Group 109,14,2,Inc-B,Non-Matched(gt) marked Inconclusive,D-K,New,D,π 78_2016-04_35,D,π 78_2016-04_35,K,π 78_2016-04_35,Case,NM,Beretta,D,K,BB,E,1
Org-Grp-166,BB,E,Group 109,15,2,Inc-C,Non-Matched(gt) marked Inconclusive,B-I,New,B,π 78_2016-04_35,B,π 78_2016-04_35,I,π 02_2016-01_94,Case,NM,Beretta,B,I,BB,E,1
Org-Grp-231,YP,C,Group 11,1,2,Inc-A,Non-Matched(gt) marked Inconclusive,AA-G,New,AA,π 75_2016-04_96,AA,π 75_2016-04_96,G,π 154_2016-08_35,Case,NM,Beretta,AA,G,YP,C,1
Org-Grp-231,YP,C,Group 11,2,2,Inc-B,Match(gt) marked Inconclusive,4-4,New,4,π 02_2016-01_81,4,π 02_2016-01_81,4,π 02_2016-01_81,Case,M,Non_Ber,4,4,YP,C,1
Org-Grp-231,YP,C,Group 11,3,2,Inc-B,Match(gt) marked Inconclusive,7-7,New,7,π 02_2016-01_90,7,π 02_2016-01_90,7,π 154_2016-08_188,Case,M,Non_Ber,7,7,YP,C,1
Org-Grp-231,YP,C,Group 11,4,2,Inc-C,Non-Matched(gt) marked Inconclusive,E-L,New,E,π 165_2016-08_96,E,π 165_2016-08_96,L,π 02_2016-01_81,Case,NM,Beretta,E,L,YP,C,1
Org-Grp-231,YP,C,Group 11,5,2,Inc-B,Match(gt) marked Inconclusive,5-5,New,5,π 02_2016-01_90,5,π 02_2016-01_90,5,π 02_2016-01_90,Case,M,Non_Ber,5,5,YP,C,1
Org-Grp-231,YP,C,Group 11,6,2,ID---provide basis,Correct-Match,Y-Y,New,Y,π 154_2016-08_125,Y,π 154_2016-08_125,Y,π 154_2016-08_125,Case,M,Beretta,Y,Y,YP,C,1
Org-Grp-231,YP,C,Group 11,7,2,Inc-B,Non-Matched(gt) marked Inconclusive,8-9,New,8,π 02_2016-01_90,8,π 02_2016-01_90,9,π 02_2016-01_90,Case,NM,Non_Ber,8,9,YP,C,1
Org-Grp-231,YP,C,Group 11,8,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,A-H,New,A,π 78_2016-04_35,A,π 78_2016-04_35,H,π 154_2016-08_35,Case,NM,Beretta,A,H,YP,C,1
Org-Grp-231,YP,C,Group 11,9,2,Inc-B,Non-Matched(gt) marked Inconclusive,B-I,New,B,π 78_2016-04_35,B,π 78_2016-04_35,I,π 02_2016-01_94,Case,NM,Beretta,B,I,YP,C,1
Org-Grp-231,YP,C,Group 11,10,2,Inc-B,Match(gt) marked Inconclusive,X-X,New,X,π 78_2016-04_188,X,π 78_2016-04_188,X,π 165_2016-08_96,Case,M,Beretta,X,X,YP,C,1
Org-Grp-231,YP,C,Group 11,11,2,Inc-A,Match(gt) marked Inconclusive,W-W,New,W,π 78_2016-04_35,W,π 78_2016-04_35,W,π 78_2016-04_35,Case,M,Beretta,W,W,YP,C,1
Org-Grp-231,YP,C,Group 11,12,2,ID---provide basis,Correct-Match,6-6,New,6,π 02_2016-01_90,6,π 02_2016-01_90,6,π 02_2016-01_90,Case,M,Non_Ber,6,6,YP,C,1
Org-Grp-231,YP,C,Group 11,13,2,Elim-Using Difference in Class Characteristics,Correct-NonMatch,Z-F,New,Z,π 116_2016-06_125,Z,π 116_2016-06_125,F,π 154_2016-08_96,Case,NM,Beretta,Z,F,YP,C,1
Org-Grp-231,YP,C,Group 11,14,2,Inc-B,Non-Matched(gt) marked Inconclusive,D-K,New,D,π 78_2016-04_35,D,π 78_2016-04_35,K,π 78_2016-04_35,Case,NM,Beretta,D,K,YP,C,1
Org-Grp-231,YP,C,Group 11,15,2,Inc-B,Non-Matched(gt) marked Inconclusive,C-J,New,C,π 78_2016-04_35,C,π 78_2016-04_35,J,π 78_2016-04_35,Case,NM,Beretta,C,J,YP,C,1
Org-Grp-296,QN,H,Group 112,1,2,Inc-C,Non-Matched(gt) marked Inconclusive,A-H,New,A,π 78_2016-04_35,A,π 78_2016-04_35,H,π 154_2016-08_35,Case,NM,Beretta,A,H,QN,H,2
Org-Grp-296,QN,H,Group 112,2,,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,AA-G,New,AA,π 75_2016-04_96,AA,π 75_2016-04_96,G,π 154_2016-08_35,Case,NM,Beretta,AA,G,QN,H,2
Org-Grp-296,QN,H,Group 112,3,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,B-I,New,B,π 78_2016-04_35,B,π 78_2016-04_35,I,π 02_2016-01_94,Case,NM,Beretta,B,I,QN,H,2
Org-Grp-296,QN,H,Group 112,4,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,C-J,New,C,π 78_2016-04_35,C,π 78_2016-04_35,J,π 78_2016-04_35,Case,NM,Beretta,C,J,QN,H,2
Org-Grp-296,QN,H,Group 112,5,2,ID---provide basis,Correct-Match,U-U,New,U,π 78_2016-04_35,U,π 78_2016-04_35,U,π 78_2016-04_35,Case,M,Beretta,U,U,QN,H,2
Org-Grp-296,QN,H,Group 112,6,2,ID---provide basis,Correct-Match,W-W,New,W,π 78_2016-04_35,W,π 78_2016-04_35,W,π 78_2016-04_35,Case,M,Beretta,W,W,QN,H,2
Org-Grp-296,QN,H,Group 112,7,2,ID---provide basis,Correct-Match,9-9,New,9,π 02_2016-01_90,9,π 02_2016-01_90,9,π 02_2016-01_90,Case,M,Non_Ber,9,9,QN,H,2
Org-Grp-296,QN,H,Group 112,8,2,Inc-C,Non-Matched(gt) marked Inconclusive,Y-E,New,Y,π 154_2016-08_125,Y,π 154_2016-08_125,E,π 116_2016-06_35,Case,NM,Beretta,Y,E,QN,H,2
Org-Grp-296,QN,H,Group 112,9,2,ID---provide basis,Correct-Match,7-7,New,7,π 02_2016-01_90,7,π 02_2016-01_90,7,π 02_2016-01_90,Case,M,Non_Ber,7,7,QN,H,2
Org-Grp-296,QN,H,Group 112,10,2,ID---provide basis,Correct-Match,V-V,New,V,π 75_2016-04_96,V,π 75_2016-04_96,V,π 75_2016-04_96,Case,M,Beretta,V,V,QN,H,2
Org-Grp-296,QN,H,Group 112,11,2,ID---provide basis,Correct-Match,10-10,New,10,π 02_2016-01_81,10,π 02_2016-01_81,10,π 02_2016-01_81,Case,M,Non_Ber,10,10,QN,H,2
Org-Grp-296,QN,H,Group 112,12,2,Inc-C,Non-Matched(gt) marked Inconclusive,Z-F,New,Z,π 116_2016-06_125,Z,π 116_2016-06_125,F,π 154_2016-08_96,Case,NM,Beretta,Z,F,QN,H,2
Org-Grp-296,QN,H,Group 112,13,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,11-1,New,11,π 02_2016-01_90,11,π 02_2016-01_90,1,π 02_2016-01_90,Case,NM,Non_Ber,11,1,QN,H,2
Org-Grp-296,QN,H,Group 112,14,2,ID---provide basis,Correct-Match,8-8,New,8,π 02_2016-01_90,8,π 02_2016-01_90,8,π 02_2016-01_90,Case,M,Non_Ber,8,8,QN,H,2
Org-Grp-296,QN,H,Group 112,15,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,X-D,New,X,π 165_2016.08_91,X,π 165_2016.08_91,D,π 78_2016-04_35,Case,NM,Beretta,X,D,QN,H,2
