Orig GRP,ExamID,Mailing Round,CompID,Set Number,Number of knowns with sufficient reproducible detail for compari,Examiner's Analysis,Score,Pair,AnalType,Gun_K1,Lot #_1,Gun_K2,Lot #_2,Gun_Q,Lot #_3,Bullet/Case,M_NM,Ber_NonBer,Gun_1,Gun_2,ExamID_2,ExamID_3,Round
Org-Grp-241,LA,G,Group 137,11,2,ID---provide basis,Correct-Match,F-F,New,F,π 154_2016-08_96,F,π 154_2016-08_96,F,π 154_2016-08_96,Case,M,Beretta,F,F,LA,G,2
Org-Grp-241,LA,G,Group 137,12,0,Inc-B,Non-Matched(gt) marked Inconclusive,I-P,New,I,π 02_2016-01_94,I,π 02_2016-01_94,P,π 116_2016-06_119,Case,NM,Beretta,I,P,LA,G,2
Org-Grp-241,LA,G,Group 137,13,2,Inc-B,Match(gt) marked Inconclusive,10-10,New,10,π 02_2016-01_81,10,π 02_2016-01_81,10,π 02_2016-01_81,Case,M,Non_Ber,10,10,LA,G,2
Org-Grp-241,LA,G,Group 137,14,2,ID---provide basis,Correct-Match,D-D,New,D,π 78_2016-04_35,D,π 78_2016-04_35,D,π 78_2016-04_35,Case,M,Beretta,D,D,LA,G,2
Org-Grp-241,LA,G,Group 137,15,1,Inc-B,Non-Matched(gt) marked Inconclusive,11-1,New,11,π 02_2016-01_90,11,π 02_2016-01_90,1,π 02_2016-01_90,Case,NM,Non_Ber,11,1,LA,G,2
Org-Grp-105,TL,E,Group 138,1,2,Inc-C,Non-Matched(gt) marked Inconclusive,P-Y,New,P,π 116_2016-06_119,P,π 116_2016-06_119,Y,π 154_2016-08_125,Case,NM,Beretta,P,Y,TL,E,1
Org-Grp-105,TL,E,Group 138,2,2,ID---provide basis,Correct-Match,8-8,New,8,π 02_2016-01_90,8,π 02_2016-01_90,8,π 02_2016-01_90,Case,M,Non_Ber,8,8,TL,E,1
Org-Grp-105,TL,E,Group 138,3,2,Inc-B,Non-Matched(gt) marked Inconclusive,10-2,New,10,π 02_2016-01_81,10,π 02_2016-01_81,2,π 02_2016-01_90,Case,NM,Non_Ber,10,2,TL,E,1
Org-Grp-105,TL,E,Group 138,4,2,ID---provide basis,Correct-Match,9-9,New,9,π 02_2016-01_94,9,π 02_2016-01_94,9,π 02_2016-01_94,Case,M,Non_Ber,9,9,TL,E,1
Org-Grp-105,TL,E,Group 138,5,2,Inc-C,Non-Matched(gt) marked Inconclusive,R-AA,New,R,π 116_2016-06_179,R,π 116_2016-06_179,AA,π 75_2016-04_96,Case,NM,Beretta,R,AA,TL,E,1
Org-Grp-105,TL,E,Group 138,6,2,Inc-C,Non-Matched(gt) marked Inconclusive,O-X,New,O,π 111_2014-06_21,O,π 111_2014-06_21,X,π 165_2016.08_91,Case,NM,Beretta,O,X,TL,E,1
Org-Grp-105,TL,E,Group 138,7,2,Inc-B,Non-Matched(gt) marked Inconclusive,U-C,New,U,π 78_2016-04_35,U,π 78_2016-04_35,C,π 78_2016-04_35,Case,NM,Beretta,U,C,TL,E,1
Org-Grp-105,TL,E,Group 138,8,2,Inc-B,Non-Matched(gt) marked Inconclusive,1-4,New,1,π 02_2016-01_90,1,π 02_2016-01_90,4,π 02_2016-01_81,Case,NM,Non_Ber,1,4,TL,E,1
Org-Grp-105,TL,E,Group 138,9,2,Inc-C,Non-Matched(gt) marked Inconclusive,M-V,New,M,π 75_2016-04_96,M,π 75_2016-04_96,V,π 75_2016-04_96,Case,NM,Beretta,M,V,TL,E,1
Org-Grp-105,TL,E,Group 138,10,2,Elim-Using Difference in Class Characteristics,Correct-NonMatch,Q-Z,New,Q,π 154_2016-08_35,Q,π 154_2016-08_35,Z,π 116_2016-06_125,Case,NM,Beretta,Q,Z,TL,E,1
Org-Grp-105,TL,E,Group 138,11,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,11-3,New,11,π 02_2016-01_90,11,π 02_2016-01_90,3,π 02_2016-01_94,Case,NM,Non_Ber,11,3,TL,E,1
Org-Grp-105,TL,E,Group 138,12,2,Elim-Using Difference in Class Characteristics,Correct-NonMatch,N-W,New,N,π 116_2016-06_179,N,π 116_2016-06_179,W,π 78_2016-04_35,Case,NM,Beretta,N,W,TL,E,1
Org-Grp-105,TL,E,Group 138,13,2,ID---provide basis,Correct-Match,L-L,New,L,π 02_2016-01_81,L,π 02_2016-01_81,L,π 02_2016-01_81,Case,M,Beretta,L,L,TL,E,1
Org-Grp-105,TL,E,Group 138,14,2,Inc-B,Non-Matched(gt) marked Inconclusive,T-B,New,T,π 78_2016-04_35,T,π 78_2016-04_35,B,π 78_2016-04_35,Case,NM,Beretta,T,B,TL,E,1
Org-Grp-105,TL,E,Group 138,15,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,S-A,New,S,π 78_2016-04_188,S,π 78_2016-04_188,A,π 78_2016-04_35,Case,NM,Beretta,S,A,TL,E,1
Org-Grp-258,UU,F,Group 139,1,2,ID---provide basis,Correct-Match,V-V,New,V,π 75_2016-04_96,V,π 75_2016-04_96,V,π 75_2016-04_96,Case,M,Beretta,V,V,UU,F,2
Org-Grp-258,UU,F,Group 139,2,2,ID---provide basis,Correct-Match,10-10,New,10,π 02_2016-01_81,10,π 02_2016-01_81,10,π 02_2016-01_81,Case,M,Non_Ber,10,10,UU,F,2
Org-Grp-258,UU,F,Group 139,3,2,Inc-C,Non-Matched(gt) marked Inconclusive,B-J,New,B,π 78_2016-04_35,B,π 78_2016-04_35,J,π 78_2016-04_35,Case,NM,Beretta,B,J,UU,F,2
Org-Grp-258,UU,F,Group 139,4,2,Inc-C,Non-Matched(gt) marked Inconclusive,C-K,New,C,π 78_2016-04_35,C,π 78_2016-04_35,K,π 78_2016-04_35,Case,NM,Beretta,C,K,UU,F,2
Org-Grp-258,UU,F,Group 139,5,2,Inc-C,Non-Matched(gt) marked Inconclusive,AA-H,New,AA,π 75_2016-04_96,AA,π 75_2016-04_96,H,π 154_2016-08_35,Case,NM,Beretta,AA,H,UU,F,2
Org-Grp-258,UU,F,Group 139,6,2,Inc-C,Non-Matched(gt) marked Inconclusive,X-E,New,X,π 165_2016-08_96,X,π 165_2016-08_96,E,π 165_2016-08_96,Case,NM,Beretta,X,E,UU,F,2
Org-Grp-258,UU,F,Group 139,7,2,ID---provide basis,Correct-Match,U-U,New,U,π 78_2016-04_35,U,π 78_2016-04_35,U,π 78_2016-04_35,Case,M,Beretta,U,U,UU,F,2
Org-Grp-258,UU,F,Group 139,8,0,Inc-B,Non-Matched(gt) marked Inconclusive,Z-G,New,Z,π 116_2016-06_125,Z,π 116_2016-06_125,G,π 154_2016-08_125,Case,NM,Beretta,Z,G,UU,F,2
Org-Grp-258,UU,F,Group 139,9,2,ID---provide basis,Correct-Match,1-1,New,1,π 02_2016-01_90,1,π 02_2016-01_90,1,π 02_2016-01_90,Case,M,Non_Ber,1,1,UU,F,2
Org-Grp-258,UU,F,Group 139,10,2,Inc-C,Non-Matched(gt) marked Inconclusive,W-D,New,W,π 78_2016-04_35,W,π 78_2016-04_35,D,π 78_2016-04_35,Case,NM,Beretta,W,D,UU,F,2
Org-Grp-258,UU,F,Group 139,11,2,ID---provide basis,Correct-Match,11-11,New,11,π 02_2016-01_90,11,π 02_2016-01_90,11,π 02_2016-01_90,Case,M,Non_Ber,11,11,UU,F,2
Org-Grp-258,UU,F,Group 139,12,2,Inc-C,Non-Matched(gt) marked Inconclusive,A-I,New,A,π 78_2016-04_35,A,π 78_2016-04_35,I,π 02_2016-01_94,Case,NM,Beretta,A,I,UU,F,2
Org-Grp-258,UU,F,Group 139,13,2,Inc-C,Non-Matched(gt) marked Inconclusive,3-5,New,3,π 02_2016-01_94,3,π 02_2016-01_94,5,π 02_2016-01_90,Case,NM,Non_Ber,3,5,UU,F,2
Org-Grp-258,UU,F,Group 139,14,2,Inc-C,Non-Matched(gt) marked Inconclusive,2-4,New,2,π 02_2016-01_90,2,π 02_2016-01_90,4,π 02_2016-01_81,Case,NM,Non_Ber,2,4,UU,F,2
Org-Grp-258,UU,F,Group 139,15,2,Inc-C,Non-Matched(gt) marked Inconclusive,Y-F,New,Y,π 154_2016-08_125,Y,π 154_2016-08_125,F,π 154_2016-08_96,Case,NM,Beretta,Y,F,UU,F,2
Org-Grp-229,ZQ,A,Group 14,1,2,Inc-B,Non-Matched(gt) marked Inconclusive,10-4,New,10,π 02_2016-01_81,10,π 02_2016-01_81,4,π 02_2016-01_81,Case,NM,Non_Ber,10,4,ZQ,A,1
Org-Grp-229,ZQ,A,Group 14,2,2,Inc-C,Non-Matched(gt) marked Inconclusive,U-AA,New,U,π 78_2016-04_35,U,π 78_2016-04_35,AA,π 75_2016-04_96,Case,NM,Beretta,U,AA,ZQ,A,1
Org-Grp-229,ZQ,A,Group 14,3,,Inc-A,Non-Matched(gt) marked Inconclusive,V-A,New,V,π 75_2016-04_96,V,π 75_2016-04_96,A,π 78_2016-04_35,Case,NM,Beretta,V,A,ZQ,A,1
Org-Grp-229,ZQ,A,Group 14,4,2,Inc-B,Non-Matched(gt) marked Inconclusive,X-C,New,X,π 165_2016-08_96,X,π 165_2016-08_96,C,π 78_2016-04_35,Case,NM,Beretta,X,C,ZQ,A,1
Org-Grp-229,ZQ,A,Group 14,5,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,T-Z,New,T,π 78_2016-04_35,T,π 78_2016-04_35,Z,π 116_2016-06_125,Case,NM,Beretta,T,Z,ZQ,A,1
Org-Grp-229,ZQ,A,Group 14,6,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,1-6,New,1,π 02_2016-01_90,1,π 02_2016-01_90,6,π 02_2016-01_90,Case,NM,Non_Ber,1,6,ZQ,A,1
Org-Grp-229,ZQ,A,Group 14,7,2,ID---provide basis,Correct-Match,Q-Q,New,Q,π 154_2016-08_35,Q,π 154_2016-08_35,Q,π 154_2016-08_35,Case,M,Beretta,Q,Q,ZQ,A,1
Org-Grp-229,ZQ,A,Group 14,8,2,Inc-C,Non-Matched(gt) marked Inconclusive,9-3,New,9,π 02_2016-01_90,9,π 02_2016-01_90,3,π 02_2016-01_94,Case,NM,Non_Ber,9,3,ZQ,A,1
Org-Grp-229,ZQ,A,Group 14,9,2,Inc-C,Non-Matched(gt) marked Inconclusive,W-B,New,W,π 78_2016-04_35,W,π 78_2016-04_35,B,π 78_2016-04_35,Case,NM,Beretta,W,B,ZQ,A,1
Org-Grp-229,ZQ,A,Group 14,10,2,Inc-B,Non-Matched(gt) marked Inconclusive,8-2,New,8,π 02_2016-01_90,8,π 02_2016-01_90,2,π 02_2016-01_90,Case,NM,Non_Ber,8,2,ZQ,A,1
Org-Grp-229,ZQ,A,Group 14,11,2,ID---provide basis,Correct-Match,O-O,New,O,π 111_2014-06_21,O,π 111_2014-06_21,O,π 111_2014-06_21,Case,M,Beretta,O,O,ZQ,A,1
Org-Grp-229,ZQ,A,Group 14,12,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,11-5,New,11,π 02_2016-01_90,11,π 02_2016-01_90,5,π 02_2016-01_90,Case,NM,Non_Ber,11,5,ZQ,A,1
Org-Grp-229,ZQ,A,Group 14,13,2,ID---provide basis,Correct-Match,P-P,New,P,π 116_2016-06_119,P,π 116_2016-06_119,P,π 116_2016-06_119,Case,M,Beretta,P,P,ZQ,A,1
Org-Grp-229,ZQ,A,Group 14,14,2,Inc-A,Match(gt) marked Inconclusive,R-R,New,R,π 116_2016-06_179,R,π 116_2016-06_179,R,π 116_2016-06_179,Case,M,Beretta,R,R,ZQ,A,1
Org-Grp-229,ZQ,A,Group 14,15,2,Inc-A,Non-Matched(gt) marked Inconclusive,S-Y,New,S,π 78_2016-04_188,S,π 78_2016-04_188,Y,π 154_2016-08_125,Case,NM,Beretta,S,Y,ZQ,A,1
Org-Grp-99,YE,D,Group 140,1,2,Inc-B,Non-Matched(gt) marked Inconclusive,Z-E,New,Z,π 116_2016-06_125,Z,π 116_2016-06_125,E,π 02_2016-01_94,Case,NM,Beretta,Z,E,YE,D,1
Org-Grp-99,YE,D,Group 140,2,2,Inc-C,Non-Matched(gt) marked Inconclusive,A-G,New,A,π 78_2016-04_35,A,π 78_2016-04_35,G,π 154_2016-08_35,Case,NM,Beretta,A,G,YE,D,1
Org-Grp-99,YE,D,Group 140,3,2,Inc-B,Non-Matched(gt) marked Inconclusive,3-8,New,3,π 02_2016-01_94,3,π 02_2016-01_94,8,π 02_2016-01_90,Case,NM,Non_Ber,3,8,YE,D,1
Org-Grp-99,YE,D,Group 140,4,2,Inc-B,Non-Matched(gt) marked Inconclusive,AA-F,New,AA,π 75_2016-04_96,AA,π 75_2016-04_96,F,π 154_2016-08_96,Case,NM,Beretta,AA,F,YE,D,1
Org-Grp-99,YE,D,Group 140,5,2,Inc-B,Non-Matched(gt) marked Inconclusive,4-9,New,4,π 02_2016-01_81,4,π 02_2016-01_81,9,π 02_2016-01_94,Case,NM,Non_Ber,4,9,YE,D,1
Org-Grp-99,YE,D,Group 140,6,2,ID---provide basis,Correct-Match,T-T,New,T,π 78_2016-04_35,T,π 78_2016-04_35,T,π 78_2016-04_35,Case,M,Beretta,T,T,YE,D,1
Org-Grp-99,YE,D,Group 140,7,2,Inc-B,Non-Matched(gt) marked Inconclusive,Y-D,New,Y,π 154_2016-08_125,Y,π 154_2016-08_125,D,π 78_2016-04_35,Case,NM,Beretta,Y,D,YE,D,1
Org-Grp-99,YE,D,Group 140,8,1,Inc-C,Non-Matched(gt) marked Inconclusive,5-10,New,5,π 02_2016-01_94,5,π 02_2016-01_94,10,π 02_2016-01_81,Case,NM,Non_Ber,5,10,YE,D,1
Org-Grp-99,YE,D,Group 140,9,2,Inc-C,Non-Matched(gt) marked Inconclusive,6-11,New,6,π 02_2016-01_90,6,π 02_2016-01_90,11,π 02_2016-01_90,Case,NM,Non_Ber,6,11,YE,D,1
Org-Grp-99,YE,D,Group 140,10,2,Inc-C,Non-Matched(gt) marked Inconclusive,X-C,New,X,π 165_2016-08_96,X,π 165_2016-08_96,C,π 78_2016-04_35,Case,NM,Beretta,X,C,YE,D,1
Org-Grp-99,YE,D,Group 140,11,2,ID---provide basis,Correct-Match,U-U,New,U,π 78_2016-04_35,U,π 78_2016-04_35,U,π 78_2016-04_35,Case,M,Beretta,U,U,YE,D,1
Org-Grp-99,YE,D,Group 140,12,2,ID---provide basis,Correct-Match,V-V,New,V,π 75_2016-04_96,V,π 75_2016-04_96,V,π 75_2016-04_96,Case,M,Beretta,V,V,YE,D,1
Org-Grp-99,YE,D,Group 140,13,2,ID---provide basis,Correct-Match,S-S,New,S,π 78_2016-04_188,S,π 78_2016-04_188,S,π 78_2016-04_188,Case,M,Beretta,S,S,YE,D,1
Org-Grp-99,YE,D,Group 140,14,2,Inc-C,Non-Matched(gt) marked Inconclusive,W-B,New,W,π 78_2016-04_35,W,π 78_2016-04_35,B,π 78_2016-04_35,Case,NM,Beretta,W,B,YE,D,1
Org-Grp-99,YE,D,Group 140,15,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,2-7,New,2,π 02_2016-01_90,2,π 02_2016-01_90,7,π 154_2016-08_188,Case,NM,Non_Ber,2,7,YE,D,1
Org-Grp-7,AS,B,Group 142,1,2,Elim-Using Difference in Class Characteristics,Correct-NonMatch,7-11,New,7,π 02_2016-01_90,7,π 02_2016-01_90,11,π 02_2016-01_94,Case,NM,Non_Ber,7,11,AS,B,1
Org-Grp-7,AS,B,Group 142,2,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,6-10,New,6,π 02_2016-01_90,6,π 02_2016-01_90,10,π 02_2016-01_81,Case,NM,Non_Ber,6,10,AS,B,1
Org-Grp-7,AS,B,Group 142,3,2,ID---provide basis,Correct-Match,V-V,New,V,π 75_2016-04_96,V,π 75_2016-04_96,V,π 75_2016-04_96,Case,M,Beretta,V,V,AS,B,1
Org-Grp-7,AS,B,Group 142,4,2,ID---provide basis,Correct-Match,W-W,New,W,π 78_2016-04_35,W,π 78_2016-04_35,W,π 78_2016-04_35,Case,M,Beretta,W,W,AS,B,1
Org-Grp-7,AS,B,Group 142,5,2,Inc-C,Non-Matched(gt) marked Inconclusive,B-G,New,B,π 78_2016-04_35,B,π 78_2016-04_35,G,π 154_2016-08_35,Case,NM,Beretta,B,G,AS,B,1
Org-Grp-7,AS,B,Group 142,6,2,Inc-C,Non-Matched(gt) marked Inconclusive,D-I,New,D,π 78_2016-04_35,D,π 78_2016-04_35,I,π 02_2016-01_94,Case,NM,Beretta,D,I,AS,B,1
Org-Grp-7,AS,B,Group 142,7,2,ID---provide basis,Correct-Match,Z-Z,New,Z,π 116_2016-06_125,Z,π 116_2016-06_125,Z,π 116_2016-06_125,Case,M,Beretta,Z,Z,AS,B,1
Org-Grp-7,AS,B,Group 142,8,2,Inc-A,Non-Matched(gt) marked Inconclusive,4-8,New,4,π 02_2016-01_81,4,π 02_2016-01_81,8,π 02_2016-01_90,Case,NM,Non_Ber,4,8,AS,B,1
Org-Grp-7,AS,B,Group 142,9,2,ID---provide basis,Correct-Match,X-X,New,X,π 78_2016-04_188,X,π 78_2016-04_188,X,π 78_2016-04_188,Case,M,Beretta,X,X,AS,B,1
Org-Grp-7,AS,B,Group 142,10,2,Inc-A,Non-Matched(gt) marked Inconclusive,C-H,New,C,π 78_2016-04_35,C,π 78_2016-04_35,H,π 154_2016-08_35,Case,NM,Beretta,C,H,AS,B,1
Org-Grp-7,AS,B,Group 142,11,2,Inc-C,Non-Matched(gt) marked Inconclusive,AA-E,New,AA,π 75_2016-04_96,AA,π 75_2016-04_96,E,π 02_2016-01_94,Case,NM,Beretta,AA,E,AS,B,1
Org-Grp-7,AS,B,Group 142,12,2,Inc-C,Non-Matched(gt) marked Inconclusive,5-9,New,5,π 02_2016-01_90,5,π 02_2016-01_90,9,π 02_2016-01_94,Case,NM,Non_Ber,5,9,AS,B,1
Org-Grp-7,AS,B,Group 142,13,1,Inc-A,Non-Matched(gt) marked Inconclusive,A-F,New,A,π 78_2016-04_35,A,π 78_2016-04_35,F,π 154_2016-08_96,Case,NM,Beretta,A,F,AS,B,1
Org-Grp-7,AS,B,Group 142,14,2,ID---provide basis,Correct-Match,Y-Y,New,Y,π 154_2016-08_125,Y,π 154_2016-08_125,Y,π 154_2016-08_125,Case,M,Beretta,Y,Y,AS,B,1
Org-Grp-7,AS,B,Group 142,15,2,ID---provide basis,Correct-Match,3-3,New,3,π 02_2016-01_94,3,π 02_2016-01_94,3,π 02_2016-01_94,Case,M,Non_Ber,3,3,AS,B,1
Org-Grp-47,MV,A,Group 144,1,2,Elim-Using Difference in Class and Individual Characteristics,Correct-NonMatch,8-1,New,8,π 02_2016-01_90,8,π 02_2016-01_90,1,π 02_2016-01_90,Case,NM,Non_Ber,8,1,MV,A,1
Org-Grp-47,MV,A,Group 144,2,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,E-J,New,E,π 154_2016-08_188,E,π 154_2016-08_188,J,π 78_2016-04_35,Case,NM,Beretta,E,J,MV,A,1
Org-Grp-47,MV,A,Group 144,3,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,G-L,New,G,π 154_2016-08_125,G,π 154_2016-08_125,L,π 02_2016-01_81,Case,NM,Beretta,G,L,MV,A,1
Org-Grp-47,MV,A,Group 144,4,2,Inc-A,Non-Matched(gt) marked Inconclusive,F-K,New,F,π 154_2016-08_96,F,π 154_2016-08_96,K,π 78_2016-04_35,Case,NM,Beretta,F,K,MV,A,1
Org-Grp-47,MV,A,Group 144,5,2,ID---provide basis,Correct-Match,A-A,New,A,π 78_2016-04_35,A,π 78_2016-04_35,A,π 78_2016-04_35,Case,M,Beretta,A,A,MV,A,1
Org-Grp-47,MV,A,Group 144,6,2,Elim-Using Difference in Class Characteristics,Correct-NonMatch,7-11,New,7,π 154_2016-08_188,7,π 154_2016-08_188,11,π 02_2016-01_90,Case,NM,Non_Ber,7,11,MV,A,1
Org-Grp-47,MV,A,Group 144,7,2,ID---provide basis,Correct-Match,D-D,New,D,π 78_2016-04_35,D,π 78_2016-04_35,D,π 78_2016-04_35,Case,M,Beretta,D,D,MV,A,1
Org-Grp-47,MV,A,Group 144,8,2,Elim-Using Difference in Class and Individual Characteristics,Correct-NonMatch,I-N,New,I,π 02_2016-01_94,I,π 02_2016-01_94,N,π 116_2016-06_179,Case,NM,Beretta,I,N,MV,A,1
Org-Grp-47,MV,A,Group 144,9,2,Inc-B,Non-Matched(gt) marked Inconclusive,5-9,New,5,π 02_2016-01_94,5,π 02_2016-01_94,9,π 02_2016-01_90,Case,NM,Non_Ber,5,9,MV,A,1
Org-Grp-47,MV,A,Group 144,10,2,ID---provide basis,Correct-Match,AA-AA,New,AA,π 75_2016-04_96,AA,π 75_2016-04_96,AA,π 75_2016-04_96,Case,M,Beretta,AA,AA,MV,A,1
Org-Grp-47,MV,A,Group 144,11,2,Elim-Using Difference in Class Characteristics,Correct-NonMatch,H-M,New,H,π 154_2016-08_35,H,π 154_2016-08_35,M,π 75_2016-04_96,Case,NM,Beretta,H,M,MV,A,1
Org-Grp-47,MV,A,Group 144,12,2,Inc-C,Non-Matched(gt) marked Inconclusive,6-10,New,6,π 02_2016-01_90,6,π 02_2016-01_90,10,π 02_2016-01_81,Case,NM,Non_Ber,6,10,MV,A,1
Org-Grp-47,MV,A,Group 144,13,2,Inc-A,Match(gt) marked Inconclusive,4-4,New,4,π 02_2016-01_81,4,π 02_2016-01_81,4,π 02_2016-01_81,Case,M,Non_Ber,4,4,MV,A,1
Org-Grp-47,MV,A,Group 144,14,2,ID---provide basis,Correct-Match,C-C,New,C,π 78_2016-04_35,C,π 78_2016-04_35,C,π 78_2016-04_35,Case,M,Beretta,C,C,MV,A,1
Org-Grp-47,MV,A,Group 144,15,2,ID---provide basis,Correct-Match,B-B,New,B,π 78_2016-04_35,B,π 78_2016-04_35,B,π 78_2016-04_35,Case,M,Beretta,B,B,MV,A,1
Org-Grp-83,BX,E,Group 145,1,2,Inc-A,Non-Matched(gt) marked Inconclusive,W-D,New,W,π 78_2016-04_35,W,π 78_2016-04_35,D,π 78_2016-04_35,Case,NM,Beretta,W,D,BX,E,1
Org-Grp-83,BX,E,Group 145,2,2,ID---provide basis,Correct-Match,7-7,New,7,π 154_2016-08_188,7,π 154_2016-08_188,7,π 154_2016-08_188,Case,M,Non_Ber,7,7,BX,E,1
Org-Grp-83,BX,E,Group 145,3,2,Inc-C,Non-Matched(gt) marked Inconclusive,V-C,New,V,π 75_2016-04_96,V,π 75_2016-04_96,C,π 78_2016-04_35,Case,NM,Beretta,V,C,BX,E,1
Org-Grp-83,BX,E,Group 145,4,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,S-AA,New,S,π 78_2016-04_188,S,π 78_2016-04_188,AA,π 75_2016-04_96,Case,NM,Beretta,S,AA,BX,E,1
Org-Grp-83,BX,E,Group 145,5,2,Inc-A,Match(gt) marked Inconclusive,8-8,New,8,π 02_2016-01_90,8,π 02_2016-01_90,8,π 02_2016-01_90,Case,M,Non_Ber,8,8,BX,E,1
Org-Grp-83,BX,E,Group 145,6,2,ID---provide basis,Correct-Match,P-P,New,P,π 116_2016-06_119,P,π 116_2016-06_119,P,π 116_2016-06_119,Case,M,Beretta,P,P,BX,E,1
Org-Grp-83,BX,E,Group 145,7,2,Inc-A,Non-Matched(gt) marked Inconclusive,Y-F,New,Y,π 154_2016-08_125,Y,π 154_2016-08_125,F,π 154_2016-08_96,Case,NM,Beretta,Y,F,BX,E,1
Org-Grp-83,BX,E,Group 145,8,2,Inc-C,Non-Matched(gt) marked Inconclusive,X-E,New,X,π 165_2016.08_91,X,π 165_2016.08_91,E,π 02_2016-01_94,Case,NM,Beretta,X,E,BX,E,1
Org-Grp-83,BX,E,Group 145,9,2,ID---provide basis,Correct-Match,Q-Q,New,Q,π 154_2016-08_35,Q,π 154_2016-08_35,Q,π 154_2016-08_35,Case,M,Beretta,Q,Q,BX,E,1
Org-Grp-83,BX,E,Group 145,10,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,R-Z,New,R,π 116_2016-06_179,R,π 116_2016-06_179,Z,π 116_2016-06_125,Case,NM,Beretta,R,Z,BX,E,1
Org-Grp-83,BX,E,Group 145,11,2,Inc-A,Non-Matched(gt) marked Inconclusive,T-A,New,T,π 78_2016-04_35,T,π 78_2016-04_35,A,π 78_2016-04_35,Case,NM,Beretta,T,A,BX,E,1
Org-Grp-83,BX,E,Group 145,12,2,Inc-A,Match(gt) marked Inconclusive,9-9,New,9,π 02_2016-01_90,9,π 02_2016-01_90,9,π 02_2016-01_90,Case,M,Non_Ber,9,9,BX,E,1
Org-Grp-83,BX,E,Group 145,13,2,Inc-C,Non-Matched(gt) marked Inconclusive,11-2,New,11,π 02_2016-01_90,11,π 02_2016-01_90,2,π 02_2016-01_90,Case,NM,Non_Ber,11,2,BX,E,1
Org-Grp-83,BX,E,Group 145,14,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,10-1,New,10,π 02_2016-01_81,10,π 02_2016-01_81,1,π 02_2016-01_90,Case,NM,Non_Ber,10,1,BX,E,1
Org-Grp-83,BX,E,Group 145,15,2,Inc-A,Non-Matched(gt) marked Inconclusive,U-B,New,U,π 78_2016-04_35,U,π 78_2016-04_35,B,π 78_2016-04_35,Case,NM,Beretta,U,B,BX,E,1
Org-Grp-183,VJ,B,Group 146,1,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,S-AA,New,S,π 78_2016-04_188,S,π 78_2016-04_188,AA,π 75_2016-04_96,Case,NM,Beretta,S,AA,VJ,B,1
Org-Grp-183,VJ,B,Group 146,2,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,V-C,New,V,π 75_2016-04_96,V,π 75_2016-04_96,C,π 78_2016-04_35,Case,NM,Beretta,V,C,VJ,B,1
Org-Grp-183,VJ,B,Group 146,3,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,X-E,New,X,π 165_2016-08_96,X,π 165_2016-08_96,E,π 165_2016-08_96,Case,NM,Beretta,X,E,VJ,B,1
Org-Grp-183,VJ,B,Group 146,4,2,ID---provide basis,Correct-Match,5-5,New,5,π 02_2016-01_90,5,π 02_2016-01_90,5,π 02_2016-01_90,Case,M,Non_Ber,5,5,VJ,B,1
Org-Grp-183,VJ,B,Group 146,5,2,ID---provide basis,Correct-Match,O-O,New,O,π 111_2014-06_21,O,π 111_2014-06_21,O,π 111_2014-06_21,Case,M,Beretta,O,O,VJ,B,1
Org-Grp-183,VJ,B,Group 146,6,2,ID---provide basis,Correct-Match,4-4,New,4,π 02_2016-01_81,4,π 02_2016-01_81,4,π 02_2016-01_81,Case,M,Non_Ber,4,4,VJ,B,1
Org-Grp-183,VJ,B,Group 146,7,2,Inc-B,Non-Matched(gt) marked Inconclusive,W-D,New,W,π 78_2016-04_35,W,π 78_2016-04_35,D,π 78_2016-04_35,Case,NM,Beretta,W,D,VJ,B,1
Org-Grp-183,VJ,B,Group 146,8,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,R-Z,New,R,π 116_2016-06_179,R,π 116_2016-06_179,Z,π 116_2016-06_125,Case,NM,Beretta,R,Z,VJ,B,1
Org-Grp-183,VJ,B,Group 146,9,1,Inc-B,Non-Matched(gt) marked Inconclusive,8-10,New,8,π 02_2016-01_90,8,π 02_2016-01_90,10,π 02_2016-01_81,Case,NM,Non_Ber,8,10,VJ,B,1
Org-Grp-183,VJ,B,Group 146,10,2,ID---provide basis,Correct-Match,6-6,New,6,π 02_2016-01_94,6,π 02_2016-01_94,6,π 02_2016-01_90,Case,M,Non_Ber,6,6,VJ,B,1
